id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority_tier,cream_fit_score,source,scraped_at
CREAM-20260706-00302,Diane Lewis,diane.lewis@coldwellbanker.com,(919) 467-8779,Coldwell Banker,Colorado Springs,CO,81308,1,6,A,87,MLS Database,2026-07-06T19:53:24Z
CREAM-20260706-00303,Kevin Ruiz,kevin_ruiz@me.com,(646) 845-6226,RE/MAX,Raleigh,NC,27377,1,7,A,72,Realtor.com,2026-07-06T08:31:19Z
CREAM-20260706-00304,Amy Jones,amy.jones@hotmail.com,(704) 923-7164,Compass,Greensboro,NC,27506,9,28,A,86,LinkedIn,2026-07-06T17:15:42Z
CREAM-20260706-00305,Daniel Jimenez,danielj@yahoo.com,(310) 976-3558,Keller Williams,Brooklyn,NY,12459,19,63,A,60,Cold Outreach,2026-07-06T21:33:30Z
CREAM-20260706-00306,Timothy King,tking@aol.com,(513) 361-8032,eXp Realty,Columbus,OH,45236,0,1,A,64,LinkedIn,2026-07-06T18:24:32Z
CREAM-20260706-00307,Carolyn Martinez,carolyn.martinez@me.com,(212) 842-5415,Keller Williams,Greensboro,NC,28838,9,21,A,69,Cold Outreach,2026-07-06T11:41:23Z
CREAM-20260706-00308,Donald Perry,donaldperry@icloud.com,(469) 961-7585,Nest Seekers,Brooklyn,NY,12820,13,38,A,90,Realtor.com,2026-07-06T14:03:48Z
CREAM-20260706-00309,Jacob Cox,jacob.cox@gmail.com,(614) 829-3264,Compass,Denver,CO,80887,0,2,A,68,Trade Show,2026-07-06T19:30:58Z
CREAM-20260706-00310,Kenneth Cook,kennethc@me.com,(720) 490-5397,Compass,Aurora,CO,80886,5,21,A,61,Facebook,2026-07-06T10:07:42Z
CREAM-20260706-00311,Gregory Hill,ghill@re/max.com,(646) 725-5433,RE/MAX,Columbus,OH,43953,9,38,A,96,Realtor.com,2026-07-06T19:58:17Z
CREAM-20260706-00312,Mark Torres,mtorres@me.com,(786) 603-2846,Coldwell Banker,Oakland,CA,95891,5,11,A,88,Cold Outreach,2026-07-06T16:16:26Z
CREAM-20260706-00313,Anthony Miller,amiller@coldwellbanker.com,(919) 285-9340,Coldwell Banker,San Antonio,TX,77670,7,33,A,68,Cold Outreach,2026-07-06T14:46:35Z
CREAM-20260706-00314,Emma Phillips,emma.phillips@aol.com,(415) 262-5700,Douglas Elliman,San Antonio,TX,75911,5,22,A,94,Website Lead,2026-07-06T17:48:37Z
CREAM-20260706-00315,Steven Walker,stevenwalker@yahoo.com,(614) 831-6856,eXp Realty,San Francisco,CA,93277,19,27,A,89,MLS Database,2026-07-06T08:31:27Z
CREAM-20260706-00316,Rebecca Gonzalez,rebeccagonzalez@gmail.com,(415) 912-2727,HomeSmart,Phoenix,AZ,86349,2,10,A,86,LinkedIn,2026-07-06T01:22:40Z
CREAM-20260706-00317,Edward Ward,edwardw@coldwellbanker.com,(303) 655-5267,Coldwell Banker,Tampa,FL,33177,3,10,A,71,Cold Outreach,2026-07-06T04:57:49Z
CREAM-20260706-00318,Ruth Brown,ruthbrown@gmail.com,(407) 907-8513,eXp Realty,Houston,TX,77946,23,74,A,81,Brokerage Listings,2026-07-06T12:17:45Z
CREAM-20260706-00319,Donna Gutierrez,dgutierrez@pacificsothebys.com,(256) 717-7572,Pacific Sotheby's,Oakland,CA,95864,19,77,A,69,Trade Show,2026-07-06T01:09:29Z
CREAM-20260706-00320,Laura Garcia,laura.garcia@berkshirehathaway.com,(916) 278-3351,Berkshire Hathaway,Columbus,OH,43631,18,38,A,65,MLS Database,2026-07-06T18:27:06Z
CREAM-20260706-00321,Jason Cox,jason_cox@me.com,(513) 865-9329,Berkshire Hathaway,Fort Worth,TX,76222,23,29,A,68,Brokerage Listings,2026-07-06T07:03:10Z
CREAM-20260706-00322,Sarah Bennett,sarah.bennett@gmail.com,(972) 643-6995,RE/MAX,Aurora,CO,80465,6,24,A,93,MLS Database,2026-07-06T02:38:16Z
CREAM-20260706-00323,Christopher Cook,christopherc@exprealty.com,(469) 577-3193,eXp Realty,Fort Worth,TX,79143,3,8,A,88,Brokerage Listings,2026-07-06T14:26:02Z
CREAM-20260706-00324,Michelle Cook,mcook@gmail.com,(805) 358-3171,eXp Realty,Scottsdale,AZ,86905,10,76,A,72,MLS Database,2026-07-06T19:12:27Z
CREAM-20260706-00325,John Patel,johnp@berkshirehathaway.com,(972) 911-7725,Berkshire Hathaway,Phoenix,AZ,86169,0,5,A,78,Facebook,2026-07-06T02:45:20Z
CREAM-20260706-00326,Sandra Bailey,sandra.bailey@yahoo.com,(415) 498-5935,Coldwell Banker,Phoenix,AZ,85936,1,5,A,79,Facebook,2026-07-06T00:34:28Z
CREAM-20260706-00327,James Flores,jamesflores@yahoo.com,(407) 579-1972,Coldwell Banker,Phoenix,AZ,85322,4,9,A,92,Brokerage Listings,2026-07-06T16:22:32Z
CREAM-20260706-00328,John Lee,johnl@outlook.com,(720) 739-6832,Brown Harris Stevens,Manhattan,NY,14169,3,8,A,95,Referral Network,2026-07-06T18:02:44Z
CREAM-20260706-00329,Stephen Campbell,stephenc@exprealty.com,(720) 875-1970,eXp Realty,Cleveland,OH,43488,0,4,A,61,Cold Outreach,2026-07-06T09:30:31Z
CREAM-20260706-00330,Benjamin Moore,benjaminm@douglaselliman.com,(786) 820-7100,Douglas Elliman,Jacksonville,FL,34815,16,43,A,73,Brokerage Listings,2026-07-06T15:50:59Z
CREAM-20260706-00331,Catherine Alvarez,catherine.alvarez@re/max.com,(212) 438-1660,RE/MAX,Columbus,OH,45720,1,7,A,63,LinkedIn,2026-07-06T18:47:33Z
CREAM-20260706-00332,Cynthia Morales,cynthia.morales@berkshirehathaway.com,(916) 380-2257,Berkshire Hathaway,Fort Lauderdale,FL,34887,3,24,A,79,Realtor.com,2026-07-06T08:29:17Z
CREAM-20260706-00333,Timothy Morales,tmorales@yahoo.com,(404) 365-3914,HER Realtors,Cincinnati,OH,44180,9,30,A,90,NAR Directory,2026-07-06T12:49:16Z
CREAM-20260706-00334,Mary Morgan,marymorgan@gmail.com,(972) 852-3330,Keller Williams,Cincinnati,OH,43502,10,52,A,81,Cold Outreach,2026-07-06T21:40:03Z
CREAM-20260706-00335,Angela Nguyen,anguyen@gmail.com,(919) 852-5059,eXp Realty,Fort Lauderdale,FL,32561,4,10,A,71,Trade Show,2026-07-06T01:14:46Z
CREAM-20260706-00336,Samantha Rivera,samantha.rivera@kellerwilliams.com,(916) 425-1650,Keller Williams,Cincinnati,OH,43140,25,48,A,100,Realtor.com,2026-07-06T15:25:13Z
CREAM-20260706-00337,Brandon Brooks,brandon.brooks@huntingtonrealestate.com,(916) 615-7963,Huntington Real Estate,Cleveland,OH,43684,9,30,A,65,Referral Network,2026-07-06T12:31:38Z
CREAM-20260706-00338,Ruth Lewis,ruth.lewis@aol.com,(972) 441-6635,Keller Williams,New York City,NY,14705,5,23,A,71,LinkedIn,2026-07-06T08:09:06Z
CREAM-20260706-00339,Ruth Morgan,ruthm@aol.com,(310) 852-8920,HomeSmart,Scottsdale,AZ,86661,18,32,A,87,Cold Outreach,2026-07-06T22:33:19Z
CREAM-20260706-00340,Dennis Jackson,dennisj@hotmail.com,(512) 910-4661,Keller Williams,Denver,CO,80567,4,8,A,69,Cold Outreach,2026-07-06T06:52:21Z
CREAM-20260706-00341,Alexander Hughes,ahughes@re/max.com,(212) 973-8668,RE/MAX,El Paso,TX,78663,1,6,A,89,Website Lead,2026-07-06T23:22:01Z
CREAM-20260706-00342,Frank Thompson,frank.thompson@gmail.com,(614) 386-5092,Keller Williams,Fort Worth,TX,77438,5,20,A,96,Brokerage Listings,2026-07-06T17:41:32Z
CREAM-20260706-00343,Alexander Howard,alexanderhoward@yahoo.com,(512) 295-2012,Keller Williams,Phoenix,AZ,86829,23,36,A,72,Facebook,2026-07-06T23:18:28Z
CREAM-20260706-00344,Patricia Perry,patriciap@exprealty.com,(512) 602-6349,eXp Realty,Miami,FL,34920,2,11,A,95,Cold Outreach,2026-07-06T04:55:56Z
CREAM-20260706-00345,Sandra Hill,sandra.hill@gmail.com,(919) 861-8920,Compass,Long Beach,CA,92929,0,1,A,77,Trade Show,2026-07-06T09:52:37Z
CREAM-20260706-00346,Ruth Ramos,ruth_ramos@icloud.com,(310) 620-1352,Berkshire Hathaway,Aurora,CO,81971,15,44,A,64,Cold Outreach,2026-07-06T01:35:05Z
CREAM-20260706-00347,Jack Bailey,jbailey@coldwellbanker.com,(310) 828-4214,Coldwell Banker,Long Beach,CA,92990,23,55,A,70,MLS Database,2026-07-06T19:08:42Z
CREAM-20260706-00348,Heather Cox,heathercox@icloud.com,(718) 330-8193,Russell Lyon Sotheby's,Tucson,AZ,85936,2,3,A,66,Realtor.com,2026-07-06T18:23:40Z
CREAM-20260706-00349,Rebecca Hughes,rebecca.hughes@re/max.com,(234) 429-7459,RE/MAX,Columbus,OH,44653,15,53,A,69,MLS Database,2026-07-06T02:53:02Z
CREAM-20260706-00350,Patrick Alvarez,palvarez@exprealty.com,(720) 880-3238,eXp Realty,Orlando,FL,34153,1,10,A,86,Trade Show,2026-07-06T21:29:08Z
CREAM-20260706-00351,Kenneth Price,kenneth.price@aol.com,(212) 627-2195,Howard Hanna,Raleigh,NC,28826,2,6,A,61,MLS Database,2026-07-06T14:43:55Z
CREAM-20260706-00352,Jerry Morgan,jerrym@outlook.com,(972) 341-5583,Berkshire Hathaway,Miami,FL,32124,8,19,A,100,Trade Show,2026-07-06T16:34:45Z
CREAM-20260706-00353,Timothy Gray,timothy.gray@icloud.com,(919) 748-7497,Nest Seekers,Bronx,NY,12286,5,16,A,61,NAR Directory,2026-07-06T21:41:18Z
CREAM-20260706-00354,Sandra Turner,sandraturner@yahoo.com,(720) 224-9769,Keller Williams,Queens,NY,13752,2,5,A,80,Trade Show,2026-07-06T20:51:14Z
CREAM-20260706-00355,Ashley Ross,ashley.ross@hotmail.com,(980) 500-5763,Berkshire Hathaway,Scottsdale,AZ,86622,17,28,A,76,Facebook,2026-07-06T16:01:53Z
CREAM-20260706-00356,Edward White,ewhite@outlook.com,(513) 806-1380,Nest Seekers,Bronx,NY,10723,18,53,A,85,LinkedIn,2026-07-06T01:02:22Z
CREAM-20260706-00357,Ashley Kim,ashleyk@douglaselliman.com,(334) 720-7252,Douglas Elliman,Dallas,TX,76374,6,25,A,98,NAR Directory,2026-07-06T21:24:02Z
CREAM-20260706-00358,Brandon Thomas,brandon.thomas@nestseekers.com,(310) 611-8613,Nest Seekers,Staten Island,NY,11761,0,4,A,80,MLS Database,2026-07-06T05:15:04Z
CREAM-20260706-00359,Justin Rogers,justinr@coldwellbanker.com,(212) 221-3067,Coldwell Banker,Long Beach,CA,90840,23,42,A,98,LinkedIn,2026-07-06T02:52:46Z
CREAM-20260706-00360,Jeffrey Taylor,jeffrey_taylor@hotmail.com,(704) 874-5083,8z Real Estate,Colorado Springs,CO,80731,1,8,A,70,Brokerage Listings,2026-07-06T16:42:54Z
CREAM-20260706-00361,Joshua Taylor,joshuat@kellerwilliamsrealty.com,(512) 487-1907,Keller Williams Realty,Long Beach,CA,93787,1,8,A,98,MLS Database,2026-07-06T23:06:11Z
CREAM-20260706-00362,Debra Gutierrez,debra.gutierrez@kellerwilliams.com,(646) 463-6480,Keller Williams,Mesa,AZ,85252,21,29,A,93,Brokerage Listings,2026-07-06T18:22:21Z
CREAM-20260706-00363,Laura Gomez,laura_gomez@yahoo.com,(713) 736-1821,Long Realty,Scottsdale,AZ,85995,4,17,A,99,Realtor.com,2026-07-06T05:45:17Z
CREAM-20260706-00364,Susan Allen,sallen@kellerwilliams.com,(305) 713-8967,Keller Williams,Greensboro,NC,27653,16,34,A,73,Cold Outreach,2026-07-06T10:41:36Z
CREAM-20260706-00365,John Johnson,jjohnson@icloud.com,(407) 796-2940,Keller Williams,Columbus,OH,43162,22,25,A,67,Website Lead,2026-07-06T08:28:04Z
CREAM-20260706-00366,Anna Bennett,annab@sothebysinternational.com,(407) 608-7903,Sotheby's International,Brooklyn,NY,12531,25,68,A,87,Website Lead,2026-07-06T16:51:30Z
CREAM-20260706-00367,Jack Patel,jackp@me.com,(303) 919-8212,Allen Tate,Raleigh,NC,27299,3,14,A,60,Referral Network,2026-07-06T08:54:21Z
CREAM-20260706-00368,Edward Adams,edwardadams@icloud.com,(919) 716-9628,Coldwell Banker,Tampa,FL,34882,0,1,A,79,Trade Show,2026-07-06T20:38:57Z
CREAM-20260706-00369,Melissa Nguyen,melissan@aol.com,(512) 535-4616,Berkshire Hathaway,Tucson,AZ,86460,1,7,A,99,Trade Show,2026-07-06T21:16:53Z
CREAM-20260706-00370,Anna Cox,acox@kellerwilliams.com,(212) 635-4138,Keller Williams,Brooklyn,NY,14391,1,11,A,86,Cold Outreach,2026-07-06T22:54:57Z
CREAM-20260706-00371,Aaron Bennett,aaronbennett@yahoo.com,(407) 951-2857,RE/MAX,Oakland,CA,94973,4,10,A,68,Cold Outreach,2026-07-06T19:47:49Z
CREAM-20260706-00372,Sandra Lopez,sandral@re/max.com,(916) 919-4323,RE/MAX,Columbus,OH,45963,0,5,A,65,NAR Directory,2026-07-06T12:49:23Z
CREAM-20260706-00373,Sharon Williams,sharonwilliams@yahoo.com,(512) 824-2448,Coldwell Banker,San Antonio,TX,79718,11,30,A,88,Facebook,2026-07-06T22:23:02Z
CREAM-20260706-00374,Thomas Garcia,thomasg@yahoo.com,(469) 907-2785,RE/MAX,Oakland,CA,96315,5,13,A,77,Realtor.com,2026-07-06T08:48:08Z
CREAM-20260706-00375,Jeffrey Clark,jclark@allentate.com,(212) 471-1087,Allen Tate,Greensboro,NC,27496,7,16,A,95,Referral Network,2026-07-06T13:52:10Z
CREAM-20260706-00376,Andrew Anderson,andrewa@re/max.com,(718) 448-8601,RE/MAX,Raleigh,NC,28648,11,72,A,96,Brokerage Listings,2026-07-06T00:10:41Z
CREAM-20260706-00377,Justin Smith,justins@me.com,(786) 789-6379,Berkshire Hathaway,San Antonio,TX,76402,3,22,A,92,MLS Database,2026-07-06T20:45:52Z
CREAM-20260706-00378,Nancy Price,nancyprice@aol.com,(469) 595-7531,Compass,Staten Island,NY,14320,3,11,A,78,MLS Database,2026-07-06T00:33:33Z
CREAM-20260706-00379,Jonathan Brown,jonathan_brown@outlook.com,(513) 981-8161,Compass,Charlotte,NC,28322,11,50,A,81,Website Lead,2026-07-06T03:09:13Z
CREAM-20260706-00380,Eric Harris,eric_harris@gmail.com,(415) 796-7885,Coldwell Banker,Charlotte,NC,28709,5,16,A,82,Facebook,2026-07-06T08:14:37Z
CREAM-20260706-00381,Margaret Campbell,margaret.campbell@aol.com,(469) 383-8657,Coldwell Banker,Miami,FL,32809,0,2,A,91,Website Lead,2026-07-06T18:01:54Z
CREAM-20260706-00382,Barbara Robinson,barbara_robinson@aol.com,(714) 921-1275,RE/MAX,Cincinnati,OH,45259,3,11,A,97,Referral Network,2026-07-06T23:08:09Z
CREAM-20260706-00383,Gregory Hughes,gregory.hughes@halstead.com,(212) 870-9047,Halstead,Queens,NY,11972,22,52,A,76,Referral Network,2026-07-06T00:15:22Z
CREAM-20260706-00384,Gregory Bennett,gregorybennett@me.com,(614) 488-8755,eXp Realty,Phoenix,AZ,86922,13,27,A,99,NAR Directory,2026-07-06T02:25:19Z
CREAM-20260706-00385,Christopher Richardson,christopher.richardson@gmail.com,(310) 284-5007,Coldwell Banker,Charlotte,NC,27744,12,65,A,75,Realtor.com,2026-07-06T11:00:49Z
CREAM-20260706-00386,Kathleen Hill,kathleenh@aol.com,(407) 876-9681,Halstead,Manhattan,NY,11503,21,40,A,75,MLS Database,2026-07-06T19:13:51Z
CREAM-20260706-00387,James Perry,jamesperry@gmail.com,(512) 799-5560,Brown Harris Stevens,New York City,NY,10462,1,8,A,90,MLS Database,2026-07-06T21:55:30Z
CREAM-20260706-00388,Joseph Morales,josephm@outlook.com,(919) 786-2431,Briggs Freeman Sotheby's,Dallas,TX,78882,3,21,A,96,Facebook,2026-07-06T00:34:52Z
CREAM-20260706-00389,Raymond Gutierrez,raymondgutierrez@me.com,(614) 711-8640,Cutler Real Estate,Columbus,OH,44739,13,57,A,86,LinkedIn,2026-07-06T14:23:36Z
CREAM-20260706-00390,Elizabeth Williams,elizabeth.williams@hotmail.com,(512) 458-3615,Compass,Colorado Springs,CO,81400,23,43,A,77,Cold Outreach,2026-07-06T09:12:38Z
CREAM-20260706-00391,Michael Ward,michael.ward@gmail.com,(720) 681-2955,Keller Williams Realty,Oakland,CA,92973,2,3,A,82,Trade Show,2026-07-06T00:13:52Z
CREAM-20260706-00392,Catherine Martinez,catherine.martinez@allentate.com,(786) 545-4127,Allen Tate,Greensboro,NC,28501,2,4,A,74,Cold Outreach,2026-07-06T19:08:28Z
CREAM-20260706-00393,Charles Castillo,charles_castillo@gmail.com,(919) 547-6736,HomeSmart,Tucson,AZ,86284,10,69,A,61,Facebook,2026-07-06T10:48:21Z
CREAM-20260706-00394,Rachel Castillo,rachel.castillo@me.com,(256) 961-6942,Howard Hanna,Greensboro,NC,27504,14,29,A,99,Website Lead,2026-07-06T21:55:14Z
CREAM-20260706-00395,Patrick Jackson,patrickjackson@aol.com,(305) 452-8581,Huntington Real Estate,Cleveland,OH,45811,3,21,A,91,Brokerage Listings,2026-07-06T22:52:06Z
CREAM-20260706-00396,Cynthia Lee,cynthial@me.com,(234) 665-5025,Briggs Freeman Sotheby's,San Antonio,TX,77551,11,62,A,66,Realtor.com,2026-07-06T19:31:20Z
CREAM-20260706-00397,Shirley Turner,sturner@yahoo.com,(718) 887-5456,Keller Williams,Austin,TX,77997,9,21,A,81,Realtor.com,2026-07-06T21:38:29Z
CREAM-20260706-00398,Jessica Gomez,jgomez@outlook.com,(305) 819-3332,Keller Williams Realty,San Jose,CA,95918,0,4,A,73,NAR Directory,2026-07-06T04:21:20Z
CREAM-20260706-00399,Edward Kelly,edwardk@yahoo.com,(513) 306-4328,Coldwell Banker,Charlotte,NC,27371,23,50,A,98,Facebook,2026-07-06T10:29:57Z
CREAM-20260706-00400,Larry Clark,larryc@icloud.com,(714) 999-1651,Allie Beth Allman,Fort Worth,TX,77866,3,24,A,87,Brokerage Listings,2026-07-06T22:15:43Z
CREAM-20260706-00401,Andrew Thomas,andrew_thomas@outlook.com,(972) 360-5943,eXp Realty,Gilbert,AZ,86816,9,36,B,68,Brokerage Listings,2026-07-06T07:41:50Z
CREAM-20260706-00402,Anna Phillips,aphillips@yahoo.com,(212) 384-8764,RE/MAX,Anaheim,CA,95907,0,5,B,90,Realtor.com,2026-07-06T19:25:51Z
CREAM-20260706-00403,Stephanie Mendoza,stephaniem@huntingtonrealestate.com,(303) 860-5728,Huntington Real Estate,Parma,OH,45686,25,61,B,65,Realtor.com,2026-07-06T15:01:58Z
CREAM-20260706-00404,Jessica Thompson,jthompson@aol.com,(469) 943-8889,Coldwell Banker,Lakewood,CO,81806,25,41,B,66,MLS Database,2026-07-06T06:48:03Z
CREAM-20260706-00405,Linda Wilson,lindawilson@me.com,(704) 864-8016,Brown Harris Stevens,Rochester,NY,13159,3,9,B,86,LinkedIn,2026-07-06T03:32:11Z
CREAM-20260706-00406,Lisa Bennett,lisab@kellerwilliams.com,(916) 264-3171,Keller Williams,Durham,NC,27154,9,18,B,88,Cold Outreach,2026-07-06T11:36:38Z
CREAM-20260706-00407,Christine Brown,christineb@aol.com,(310) 367-2205,Berkshire Hathaway HomeServices,Bakersfield,CA,96887,4,23,B,94,Brokerage Listings,2026-07-06T10:23:50Z
CREAM-20260706-00408,Raymond Kelly,raymond.kelly@yahoo.com,(469) 570-6993,HER Realtors,Parma,OH,44369,12,47,B,90,Website Lead,2026-07-06T12:54:28Z
CREAM-20260706-00409,Justin Cooper,jcooper@kellerwilliams.com,(415) 883-8078,Keller Williams,Akron,OH,45682,8,37,B,92,Facebook,2026-07-06T03:29:26Z
CREAM-20260706-00410,Joshua Robinson,joshua.robinson@aol.com,(720) 857-1664,RE/MAX,Hialeah,FL,34196,5,20,B,76,Trade Show,2026-07-06T20:39:18Z
CREAM-20260706-00411,Diane Gomez,diane.gomez@outlook.com,(310) 274-5327,RE/MAX,Lakewood,CO,80107,2,10,B,60,MLS Database,2026-07-06T13:31:48Z
CREAM-20260706-00412,Jeffrey Gutierrez,jeffrey.gutierrez@kellerwilliamsrealty.com,(404) 341-9871,Keller Williams Realty,Port St. Lucie,FL,33507,2,12,B,88,Cold Outreach,2026-07-06T17:09:59Z
CREAM-20260706-00413,George Hall,georgeh@outlook.com,(704) 373-7254,Cutler Real Estate,Akron,OH,45966,3,11,B,76,NAR Directory,2026-07-06T23:03:30Z
CREAM-20260706-00414,Daniel James,daniel.james@yahoo.com,(704) 481-1160,Nest Seekers,Rochester,NY,13696,25,42,B,91,MLS Database,2026-07-06T05:44:43Z
CREAM-20260706-00415,Stephanie Thompson,stephaniet@aol.com,(714) 315-9967,Coldwell Banker,Chandler,AZ,85505,25,32,B,82,Cold Outreach,2026-07-06T18:12:40Z
CREAM-20260706-00416,John Price,jprice@gmail.com,(646) 312-1622,Coldwell Banker,Arlington,TX,79680,9,33,B,60,MLS Database,2026-07-06T18:17:10Z
CREAM-20260706-00417,Shirley Ramirez,shirleyr@aol.com,(415) 302-2799,Berkshire Hathaway,Irving,TX,77169,23,70,B,94,Realtor.com,2026-07-06T03:39:52Z
CREAM-20260706-00418,Jason Thomas,jasont@me.com,(786) 820-2712,Berkshire Hathaway,Durham,NC,27967,23,31,B,67,Website Lead,2026-07-06T07:59:53Z
CREAM-20260706-00419,Christine Hall,chall@halstead.com,(919) 594-4498,Halstead,Syracuse,NY,11109,1,4,B,80,Trade Show,2026-07-06T06:37:57Z
CREAM-20260706-00420,Angela Lee,angela.lee@hotmail.com,(234) 331-1864,Keller Williams,Chandler,AZ,85365,4,20,B,73,Cold Outreach,2026-07-06T22:01:21Z
CREAM-20260706-00421,Susan Ward,susanw@herrealtors.com,(303) 929-6441,HER Realtors,Dayton,OH,43119,20,71,B,61,Referral Network,2026-07-06T05:49:57Z
CREAM-20260706-00422,Shirley Walker,shirleyw@kellerwilliams.com,(303) 449-3358,Keller Williams,Fort Collins,CO,80171,2,7,B,72,LinkedIn,2026-07-06T01:23:18Z
CREAM-20260706-00423,Rebecca Perry,rebeccaperry@aol.com,(407) 492-5122,Brown Harris Stevens,Yonkers,NY,12765,5,23,B,83,Cold Outreach,2026-07-06T23:31:47Z
CREAM-20260706-00424,Elizabeth Edwards,eedwards@halstead.com,(786) 539-7091,Halstead,Albany,NY,14595,10,72,B,60,NAR Directory,2026-07-06T14:41:46Z
CREAM-20260706-00425,Dennis Williams,dwilliams@me.com,(718) 988-1364,Berkshire Hathaway,Parma,OH,43354,1,6,B,84,Facebook,2026-07-06T01:50:56Z
CREAM-20260706-00426,Cynthia Hernandez,cynthia_hernandez@yahoo.com,(334) 396-8900,eXp Realty,Cary,NC,28484,25,64,B,76,Cold Outreach,2026-07-06T22:55:35Z
CREAM-20260706-00427,Richard Rogers,rrogers@outlook.com,(512) 960-2772,Berkshire Hathaway,Toledo,OH,43754,3,16,B,78,Realtor.com,2026-07-06T01:07:56Z
CREAM-20260706-00428,Dorothy Bailey,dorothy.bailey@gmail.com,(805) 258-7444,Keller Williams Realty,Port St. Lucie,FL,33497,0,3,B,69,Facebook,2026-07-06T18:54:33Z
CREAM-20260706-00429,Kathleen Wood,kwood@aol.com,(334) 981-9233,RE/MAX,Akron,OH,44592,10,35,B,60,NAR Directory,2026-07-06T12:13:56Z
CREAM-20260706-00430,Debra Adams,debra_adams@gmail.com,(972) 920-6305,Howard Hanna,Durham,NC,28876,14,47,B,91,Trade Show,2026-07-06T13:36:26Z
CREAM-20260706-00431,Carolyn Green,cgreen@cutlerrealestate.com,(980) 263-7053,Cutler Real Estate,Dayton,OH,43157,5,15,B,91,NAR Directory,2026-07-06T21:34:30Z
CREAM-20260706-00432,Jennifer Carter,jcarter@coldwellbanker.com,(407) 757-9324,Coldwell Banker,Fayetteville,NC,27278,6,27,B,89,Trade Show,2026-07-06T18:49:47Z
CREAM-20260706-00433,Catherine Williams,catherinewilliams@hotmail.com,(704) 664-2513,Briggs Freeman Sotheby's,Amarillo,TX,78303,3,16,B,94,Realtor.com,2026-07-06T16:16:14Z
CREAM-20260706-00434,Brenda Roberts,brendar@outlook.com,(512) 565-1151,8z Real Estate,Lakewood,CO,80545,1,8,B,63,NAR Directory,2026-07-06T08:20:39Z
CREAM-20260706-00435,Patricia Morris,patricia_morris@icloud.com,(646) 336-2713,Douglas Elliman,Hialeah,FL,32157,7,34,B,82,Cold Outreach,2026-07-06T00:00:57Z
CREAM-20260706-00436,Heather Powell,heatherpowell@hotmail.com,(404) 336-1751,Corcoran Group,New Rochelle,NY,12217,6,29,B,97,LinkedIn,2026-07-06T09:09:14Z
CREAM-20260706-00437,Anthony Morris,amorris@gmail.com,(704) 240-1927,Cutler Real Estate,Toledo,OH,45310,4,10,B,84,Realtor.com,2026-07-06T03:11:07Z
CREAM-20260706-00438,Shirley Torres,storres@icloud.com,(310) 231-1417,RE/MAX,Hollywood,FL,34164,1,12,B,97,Referral Network,2026-07-06T02:27:49Z
CREAM-20260706-00439,Patricia Lee,plee@sothebysinternational.com,(929) 284-4585,Sotheby's International,Yonkers,NY,11123,3,11,B,94,NAR Directory,2026-07-06T12:15:08Z
CREAM-20260706-00440,Christine Gonzalez,christinegonzalez@gmail.com,(310) 460-6491,Coldwell Banker,Chula Vista,CA,90428,1,12,B,64,Brokerage Listings,2026-07-06T06:50:28Z
CREAM-20260706-00441,Diane Castillo,dianec@aol.com,(718) 333-2937,Huntington Real Estate,Toledo,OH,44605,25,53,B,79,NAR Directory,2026-07-06T05:34:32Z
CREAM-20260706-00442,Paul Garcia,pgarcia@aol.com,(919) 806-2209,LIV Sotheby's,Lakewood,CO,80633,13,37,B,88,Website Lead,2026-07-06T17:38:06Z
CREAM-20260706-00443,Joseph Chavez,josephc@berkshirehathawayhomeservices.com,(256) 761-6289,Berkshire Hathaway HomeServices,Riverside,CA,96192,12,39,B,95,Referral Network,2026-07-06T23:51:50Z
CREAM-20260706-00444,Robert Kelly,robert_kelly@hotmail.com,(916) 591-4249,Berkshire Hathaway,Chandler,AZ,85483,3,23,B,65,Referral Network,2026-07-06T18:59:51Z
CREAM-20260706-00445,Melissa Wilson,mwilson@coldwellbanker.com,(972) 627-6153,Coldwell Banker,Chula Vista,CA,95466,5,21,B,98,Facebook,2026-07-06T07:27:48Z
CREAM-20260706-00446,Robert Jackson,robertjackson@gmail.com,(512) 571-3018,Compass,Yonkers,NY,14676,7,18,B,69,NAR Directory,2026-07-06T17:32:33Z
CREAM-20260706-00447,Eric Mendoza,emendoza@hotmail.com,(972) 369-5441,Halstead,Yonkers,NY,10954,3,13,B,73,Facebook,2026-07-06T03:07:51Z
CREAM-20260706-00448,Donna Turner,donnat@yahoo.com,(718) 377-9260,Corcoran Group,Syracuse,NY,11549,1,9,B,99,Brokerage Listings,2026-07-06T02:41:04Z
CREAM-20260706-00449,John Miller,johnm@pacificsothebys.com,(919) 693-8460,Pacific Sotheby's,Santa Ana,CA,94345,4,10,B,62,Brokerage Listings,2026-07-06T11:21:24Z
CREAM-20260706-00450,Diane Ruiz,dianer@yahoo.com,(980) 744-1861,Compass,Stockton,CA,93398,8,33,B,98,Cold Outreach,2026-07-06T06:56:53Z
CREAM-20260706-00451,Jennifer Foster,jfoster@outlook.com,(972) 556-8027,Briggs Freeman Sotheby's,Garland,TX,76543,12,43,B,85,NAR Directory,2026-07-06T06:41:52Z
CREAM-20260706-00452,Aaron Price,aaronp@aol.com,(704) 565-5029,Coldwell Banker,Cary,NC,28845,10,64,B,94,Trade Show,2026-07-06T11:05:27Z
