id,full_name,first_name,last_name,email,phone,brokerage,metro_area,state,city,years_experience,transactions_12mo,transaction_volume,sales_volume,license_number,license_state,rating,cream_fit_score,priority_tier,priority,source,scraped_at
228,Marilyn Ross,Marilyn,Ross,mross@exp.com,(856) 911-8860,eXp Realty,Tacoma,WA,Tacoma,16,34,34,22856160,WA531819,WA,4.2,73,A,A,realtor_scraper,2026-05-25T07:07:18.021217+00:00
665,Alice Lewis,Alice,Lewis,alice34@gmail.com,(228) 799-7973,Long & Foster,Memphis,TN,Memphis,1,11,11,8106010,TN930188,TN,4.2,64,B,B,realtor_scraper,2026-05-25T07:07:18.032275+00:00
645,Matthew Jimenez,Matthew,Jimenez,matthewj@exp.com,(256) 798-1757,The Agency Texas,Provo,UT,Provo,24,17,17,8459727,UT176190,UT,3.9,60,B,B,realtor_scraper,2026-05-25T07:07:18.032031+00:00
902,Kathleen Alvarez,Kathleen,Alvarez,kathleen_alvarez@kw.com,(307) 812-7291,Keller Williams,Casper,WY,Casper,5,17,17,5148127,WY852131,WY,3.7,87,C,C,realtor_scraper,2026-05-25T07:07:18.034992+00:00
572,Brandon Long,Brandon,Long,brandon40@yahoo.com,(305) 548-3639,Berkshire Hathaway HomeServices California,Provo,UT,Provo,1,7,7,4923212,UT697176,UT,3.6,64,B,B,realtor_scraper,2026-05-25T07:07:18.029309+00:00
803,Jesse Wood,Jesse,Wood,wood.jesse@remax.net,(413) 890-6163,Alain Pinel Realtors,Omaha,NE,Omaha,4,22,22,8658980,NE538945,NE,4.3,68,C,C,realtor_scraper,2026-05-25T07:07:18.033857+00:00
467,Michael Flores,Michael,Flores,michael64@kw.com,(619) 738-6045,RE/MAX Advantage,Milwaukee,WI,Milwaukee,2,11,11,5858105,WI896274,WI,3.8,85,B,B,realtor_scraper,2026-05-25T07:07:18.025629+00:00
85,Brandon Gomez,Brandon,Gomez,brandon_gomez@outlook.com,(623) 877-6795,Briggs Freeman Sotheby's,Los Angeles,CA,Los Angeles,2,10,10,7038540,CA4025706,CA,4.6,74,A,A,realtor_scraper,2026-05-25T07:07:18.012075+00:00
758,Sharon Roberts,Sharon,Roberts,sharonr@realtor.com,(352) 232-6455,Russ Lyon Sotheby's,Fayetteville,AR,Fayetteville,5,11,11,5289801,AR136541,AR,4.3,89,C,C,realtor_scraper,2026-05-25T07:07:18.033349+00:00
400,Helen West,Helen,West,helen6@yahoo.com,(341) 685-7414,Century 21,Cambridge,MA,Cambridge,11,24,24,13130304,MA306276,MA,4.2,94,A,A,realtor_scraper,2026-05-25T07:07:18.024385+00:00
639,Victoria Martin,Victoria,Martin,martin.victoria@gmail.com,(507) 776-8873,Beacham & Company,Virginia Beach,VA,Virginia Beach,1,11,11,3214035,VA423741,VA,4.0,68,B,B,realtor_scraper,2026-05-25T07:07:18.031927+00:00
330,Alexis Gomez,Alexis,Gomez,alexis_gomez@kw.com,(361) 835-2658,Ebby Halliday Realtors,Evanston,IL,Evanston,18,32,32,10059520,IL972446,IL,3.7,89,A,A,realtor_scraper,2026-05-25T07:07:18.023326+00:00
183,Patrick Miller,Patrick,Miller,pmiller@kw.com,(669) 766-4343,McEnearney Associates,Miami,FL,Miami,15,15,15,3931200,FL869053,FL,4.4,70,A,A,realtor_scraper,2026-05-25T07:07:18.013924+00:00
325,Peter Jones,Peter,Jones,peterj@realtor.com,(903) 457-9358,Watson Realty,Queens,NY,Queens,2,8,8,5515520,NY864860,NY,4.6,89,A,A,realtor_scraper,2026-05-25T07:07:18.023241+00:00
743,Dennis Reed,Dennis,Reed,reed.dennis@kw.com,(979) 330-2390,Pacific Union,Charleston,SC,Charleston,5,9,9,5098572,SC470002,SC,3.5,67,B,B,realtor_scraper,2026-05-25T07:07:18.033180+00:00
317,Jeremy Hayes,Jeremy,Hayes,jeremy_hayes@hotmail.com,(224) 873-8908,The Michael Group,Seattle,WA,Seattle,25,16,16,10145104,WA157386,WA,3.9,88,A,A,realtor_scraper,2026-05-25T07:07:18.023069+00:00
227,Patricia Price,Patricia,Price,patriciap@gmail.com,(985) 380-9669,Russ Lyon Sotheby's,Boulder,CO,Boulder,8,43,43,22122898,CO138616,CO,4.8,78,A,A,realtor_scraper,2026-05-25T07:07:18.021199+00:00
909,Stephen Diaz,Stephen,Diaz,stephen70@compass.com,(832) 264-7575,The Boutique Real Estate Group,Overland Park,KS,Overland Park,2,11,11,7636321,KS878401,KS,3.6,87,C,C,realtor_scraper,2026-05-25T07:07:18.035068+00:00
777,Ralph Torres,Ralph,Torres,ralpht@compass.com,(534) 941-6304,Compass,Burlington,VT,Burlington,17,20,20,10983020,VT947742,VT,5.0,87,C,C,realtor_scraper,2026-05-25T07:07:18.033564+00:00
230,Willie Patel,Willie,Patel,williep@kw.com,(616) 347-8550,Greenway Residential,Miami,FL,Miami,2,6,6,2137116,FL765173,FL,4.0,62,A,A,realtor_scraper,2026-05-25T07:07:18.021243+00:00
735,Austin Wallace,Austin,Wallace,austin_wallace@realtor.com,(432) 501-4390,Howard Hanna,Henderson,NV,Henderson,3,10,10,6895900,NV183045,NV,4.7,91,B,B,realtor_scraper,2026-05-25T07:07:18.033096+00:00
104,Jerry Bryant,Jerry,Bryant,bryant.jerry@yahoo.com,(620) 355-6049,Beacham & Company,Alpharetta,GA,Alpharetta,8,35,35,9859605,GA110045,GA,4.8,95,A,A,realtor_scraper,2026-05-25T07:07:18.012565+00:00
713,Keith Murphy,Keith,Murphy,keithm@kw.com,(228) 985-4605,Century 21,Memphis,TN,Memphis,9,22,22,12332386,TN293604,TN,4.3,97,B,B,realtor_scraper,2026-05-25T07:07:18.032846+00:00
865,Christopher Romero,Christopher,Romero,christopherr@realtor.com,(701) 294-6193,Keller Williams Realty,Birmingham,AL,Birmingham,4,21,21,9866724,AL220905,AL,4.9,70,C,C,realtor_scraper,2026-05-25T07:07:18.034505+00:00
883,Lauren Griffin,Lauren,Griffin,lauren68@exp.com,(850) 778-3160,eXp Realty,Omaha,NE,Omaha,0,4,4,2086852,NE189310,NE,3.8,64,C,C,realtor_scraper,2026-05-25T07:07:18.034715+00:00
999,Olivia Lee,Olivia,Lee,olivia_lee@bhhs.com,(206) 470-4628,Berkshire Hathaway HomeServices,New Orleans,LA,New Orleans,2,5,5,1833355,LA122014,LA,4.6,87,C,C,realtor_scraper,2026-05-25T07:07:18.041785+00:00
992,Elizabeth Morris,Elizabeth,Morris,elizabeth.morris@gmail.com,(520) 671-1903,The Agency Texas,Hartford,CT,Hartford,4,25,25,15469550,CT632298,CT,4.4,73,C,C,realtor_scraper,2026-05-25T07:07:18.041705+00:00
896,Lauren Coleman,Lauren,Coleman,lcoleman@kw.com,(405) 518-9713,Realty Executives,Fayetteville,AR,Fayetteville,13,33,33,10984974,AR278998,AR,4.9,67,C,C,realtor_scraper,2026-05-25T07:07:18.034922+00:00
881,Jacob Myers,Jacob,Myers,jacob_myers@compass.com,(603) 259-3257,ERA Real Estate,Fargo,ND,Fargo,11,27,27,15069321,ND132850,ND,3.8,77,C,C,realtor_scraper,2026-05-25T07:07:18.034690+00:00
310,Carl Ruiz,Carl,Ruiz,carlr@coldwellbanker.com,(872) 443-6050,Stirling Properties,San Jose,CA,San Jose,9,28,28,15710856,CA7188836,CA,3.6,72,A,A,realtor_scraper,2026-05-25T07:07:18.022935+00:00
850,Susan Bennett,Susan,Bennett,sbennett@outlook.com,(937) 882-8958,Champions Real Estate Group,Sioux Falls,SD,Sioux Falls,5,22,22,5646256,SD483544,SD,4.9,83,C,C,realtor_scraper,2026-05-25T07:07:18.034351+00:00
240,Amanda Diaz,Amanda,Diaz,amandad@remax.net,(315) 653-5541,Coldwell Banker Residential,Tacoma,WA,Tacoma,24,18,18,13447836,WA884450,WA,4.6,89,A,A,realtor_scraper,2026-05-25T07:07:18.021463+00:00
90,Angela Bennett,Angela,Bennett,angela_bennett@kw.com,(951) 802-5901,Greenway Residential,Boulder,CO,Boulder,24,16,16,5267168,CO832954,CO,3.6,87,A,A,realtor_scraper,2026-05-25T07:07:18.012152+00:00
50,Kevin Garcia,Kevin,Garcia,kevin_garcia@gmail.com,(956) 315-6091,Rogers Healy and Associates,Cambridge,MA,Cambridge,2,3,3,2133945,MA595108,MA,5.0,76,A,A,realtor_scraper,2026-05-25T07:07:18.011446+00:00
774,Christopher Harris,Christopher,Harris,charris@yahoo.com,(352) 505-9357,Martha Turner Sotheby's,Missoula,MT,Missoula,0,11,11,7607545,MT286814,MT,4.4,63,C,C,realtor_scraper,2026-05-25T07:07:18.033519+00:00
625,Austin Rodriguez,Austin,Rodriguez,austin_rodriguez@compass.com,(337) 682-7771,Daniel Gale Sotheby's,Milwaukee,WI,Milwaukee,5,20,20,7678600,WI844616,WI,4.9,91,B,B,realtor_scraper,2026-05-25T07:07:18.031777+00:00
458,Judy Murphy,Judy,Murphy,judym@gmail.com,(339) 330-5875,Washington Fine Properties,Virginia Beach,VA,Virginia Beach,23,45,45,32953635,VA382763,VA,3.7,89,B,B,realtor_scraper,2026-05-25T07:07:18.025470+00:00
340,Brenda Thompson,Brenda,Thompson,bthompson@exp.com,(564) 421-4886,Green Residential,Tacoma,WA,Tacoma,18,21,21,8444163,WA683795,WA,5.0,82,A,A,realtor_scraper,2026-05-25T07:07:18.023478+00:00
39,Douglas Reyes,Douglas,Reyes,douglasr@redfin.com,(605) 349-3143,Redfin,Bronx,NY,Bronx,2,11,11,3042754,NY113931,NY,4.3,66,A,A,realtor_scraper,2026-05-25T07:07:18.011275+00:00
669,Andrea Jackson,Andrea,Jackson,andreaj@yahoo.com,(442) 555-1789,Martha Turner Sotheby's,Knoxville,TN,Knoxville,6,29,29,11807350,TN296727,TN,4.6,77,B,B,realtor_scraper,2026-05-25T07:07:18.032318+00:00
412,Arthur Morris,Arthur,Morris,amorris@remax.net,(657) 745-7403,Gardner Realtors,Cincinnati,OH,Cincinnati,20,41,41,23221416,OH797798,OH,3.7,78,B,B,realtor_scraper,2026-05-25T07:07:18.024811+00:00
177,Julia Ramos,Julia,Ramos,julia_ramos@compass.com,(346) 659-7973,Berkshire Hathaway HomeServices Fox & Roach,Alpharetta,GA,Alpharetta,15,18,18,12223350,GA257351,GA,4.2,77,A,A,realtor_scraper,2026-05-25T07:07:18.013831+00:00
564,Brittany Myers,Brittany,Myers,bmyers@gmail.com,(865) 711-8833,Green Residential,Indianapolis,IN,Indianapolis,2,12,12,4937520,IN518624,IN,3.9,66,B,B,realtor_scraper,2026-05-25T07:07:18.029147+00:00
759,Christina Hernandez,Christina,Hernandez,christina_hernandez@realtor.com,(219) 430-1903,Joyce Rey,Anchorage,AK,Anchorage,25,31,31,21179541,AK916205,AK,4.3,71,C,C,realtor_scraper,2026-05-25T07:07:18.033362+00:00
376,Christopher Coleman,Christopher,Coleman,christopher45@yahoo.com,(469) 334-5722,Premiere Plus Realty,Sandy Springs,GA,Sandy Springs,0,4,4,1077008,GA448395,GA,4.2,93,A,A,realtor_scraper,2026-05-25T07:07:18.024044+00:00
218,Angela Rodriguez,Angela,Rodriguez,angelar@gmail.com,(775) 537-2986,Greenway Residential,Mesa,AZ,Mesa,6,28,28,15961904,AZ757029,AZ,4.3,86,A,A,realtor_scraper,2026-05-25T07:07:18.021047+00:00
904,Paul Myers,Paul,Myers,myers.paul@remax.net,(985) 921-6417,RE/MAX,Boise,ID,Boise,2,8,8,2964144,ID896495,ID,3.8,63,C,C,realtor_scraper,2026-05-25T07:07:18.035015+00:00
167,Sarah Thompson,Sarah,Thompson,sarah93@yahoo.com,(561) 673-8063,@properties,Evanston,IL,Evanston,18,41,41,15041260,IL862259,IL,3.6,88,A,A,realtor_scraper,2026-05-25T07:07:18.013672+00:00
827,Jacqueline Anderson,Jacqueline,Anderson,jacqueline_anderson@remax.net,(505) 764-5255,RE/MAX,Stamford,CT,Stamford,14,19,19,12314546,CT495909,CT,3.6,86,C,C,realtor_scraper,2026-05-25T07:07:18.034115+00:00
438,Danielle Jones,Danielle,Jones,djones@realtor.com,(682) 322-4871,Alain Pinel Realtors,Bethesda,MD,Bethesda,24,21,21,7346094,MD330208,MD,4.4,84,B,B,realtor_scraper,2026-05-25T07:07:18.025187+00:00
985,Judy Young,Judy,Young,jyoung@coldwellbanker.com,(380) 212-8811,Coldwell Banker,Lexington,KY,Lexington,1,3,3,2123901,KY350387,KY,4.7,93,C,C,realtor_scraper,2026-05-25T07:07:18.041629+00:00
642,Judith Price,Judith,Price,judith60@yahoo.com,(520) 927-8975,Sierra Sotheby's,Cincinnati,OH,Cincinnati,11,19,19,8456102,OH271783,OH,4.5,70,B,B,realtor_scraper,2026-05-25T07:07:18.031967+00:00
504,Benjamin Cole,Benjamin,Cole,cole.benjamin@sothebysrealty.com,(424) 884-5086,Sotheby's International Realty,Pittsburgh,PA,Pittsburgh,3,18,18,6054318,PA966530,PA,4.3,95,B,B,realtor_scraper,2026-05-25T07:07:18.026154+00:00
468,Andrea Ruiz,Andrea,Ruiz,ruiz.andrea@realtor.com,(769) 293-7546,Joyce Rey,Pittsburgh,PA,Pittsburgh,2,9,9,4435218,PA657492,PA,3.9,77,B,B,realtor_scraper,2026-05-25T07:07:18.025644+00:00
80,Steven Rogers,Steven,Rogers,steven79@yahoo.com,(469) 741-9379,Mark Spain Real Estate,Seattle,WA,Seattle,0,4,4,1499176,WA652751,WA,4.6,63,A,A,realtor_scraper,2026-05-25T07:07:18.011999+00:00
563,Gerald Myers,Gerald,Myers,gerald.myers@realtor.com,(772) 593-1083,Deasy Penner Podley,Fort Wayne,IN,Fort Wayne,4,25,25,13139825,IN912371,IN,4.8,71,B,B,realtor_scraper,2026-05-25T07:07:18.029129+00:00
543,Paul Parker,Paul,Parker,paul.parker@outlook.com,(262) 906-9694,Better Homes and Gardens Real Estate,Virginia Beach,VA,Virginia Beach,15,26,26,13821886,VA902253,VA,4.8,91,B,B,realtor_scraper,2026-05-25T07:07:18.028765+00:00
73,Terry Hill,Terry,Hill,terry76@kw.com,(260) 554-7409,Carrington Real Estate Services,Boston,MA,Boston,0,11,11,4534233,MA122168,MA,4.4,83,A,A,realtor_scraper,2026-05-25T07:07:18.011839+00:00
152,Brian Flores,Brian,Flores,bflores@remax.net,(913) 204-6999,Joyce Rey,Evanston,IL,Evanston,17,42,42,18471810,IL770237,IL,4.3,76,A,A,realtor_scraper,2026-05-25T07:07:18.013409+00:00
25,Carol Edwards,Carol,Edwards,carole@outlook.com,(562) 249-5079,McEnearney Associates,New York,NY,New York,4,12,12,5877996,NY582875,NY,4.4,71,A,A,realtor_scraper,2026-05-25T07:07:18.011016+00:00
21,Kathryn Lewis,Kathryn,Lewis,kathryn.lewis@exp.com,(813) 790-9158,Realty Executives,Chicago,IL,Chicago,20,42,42,29800764,IL855911,IL,4.0,94,A,A,realtor_scraper,2026-05-25T07:07:18.009619+00:00
741,Justin Wood,Justin,Wood,justin.wood@coldwellbanker.com,(208) 600-5198,Houlihan Lawrence,Minneapolis,MN,Minneapolis,5,8,8,4171728,MN686518,MN,4.7,62,B,B,realtor_scraper,2026-05-25T07:07:18.033159+00:00
6,Marilyn Gomez,Marilyn,Gomez,marilyn_gomez@compass.com,(708) 547-8232,McEnearney Associates,Long Beach,CA,Long Beach,17,17,17,6870397,CA1709233,CA,3.6,91,A,A,realtor_scraper,2026-05-25T07:07:18.009280+00:00
547,John Barnes,John,Barnes,john.barnes@remax.net,(248) 330-6704,Century 21,Pittsburgh,PA,Pittsburgh,0,5,5,2881875,PA155188,PA,4.1,81,B,B,realtor_scraper,2026-05-25T07:07:18.028849+00:00
346,Debra Vasquez,Debra,Vasquez,debra.vasquez@remax.net,(260) 209-4580,Watson Realty,San Diego,CA,San Diego,4,16,16,9770720,CA6936407,CA,3.6,88,A,A,realtor_scraper,2026-05-25T07:07:18.023588+00:00
561,Arthur Davis,Arthur,Davis,adavis@hotmail.com,(214) 707-3820,Dielmann Sotheby's,Detroit,MI,Detroit,5,9,9,4206978,MI108018,MI,3.7,76,B,B,realtor_scraper,2026-05-25T07:07:18.029103+00:00
630,Gregory Murphy,Gregory,Murphy,gregory49@compass.com,(269) 305-3704,Berkshire Hathaway HomeServices Fox & Roach,Philadelphia,PA,Philadelphia,22,18,18,6601176,PA562579,PA,4.5,70,B,B,realtor_scraper,2026-05-25T07:07:18.031830+00:00
730,Julie Hill,Julie,Hill,jhill@compass.com,(629) 744-9894,Coldwell Banker Residential,Alexandria,VA,Alexandria,6,43,43,26104053,VA936524,VA,3.9,85,B,B,realtor_scraper,2026-05-25T07:07:18.033043+00:00
523,Maria Ross,Maria,Ross,maria.ross@realtor.com,(475) 207-3143,Watson Realty,Columbia,SC,Columbia,21,33,33,8276433,SC662840,SC,4.3,77,B,B,realtor_scraper,2026-05-25T07:07:18.026418+00:00
360,Sean Gibson,Sean,Gibson,gibson.sean@compass.com,(445) 678-1814,Rogers Healy and Associates,Chicago,IL,Chicago,0,4,4,1642388,IL172661,IL,4.5,95,A,A,realtor_scraper,2026-05-25T07:07:18.023814+00:00
233,Kelly Jimenez,Kelly,Jimenez,kellyj@outlook.com,(541) 474-8814,HomeSmart,Phoenix,AZ,Phoenix,4,21,21,9485112,AZ196383,AZ,4.1,94,A,A,realtor_scraper,2026-05-25T07:07:18.021286+00:00
396,Mark Ward,Mark,Ward,mark.ward@gmail.com,(574) 873-4286,Daniel Gale Sotheby's,Evanston,IL,Evanston,25,17,17,12377785,IL477096,IL,3.5,78,A,A,realtor_scraper,2026-05-25T07:07:18.024333+00:00
282,Steven Morales,Steven,Morales,steven.morales@gmail.com,(534) 311-2493,Berkshire Hathaway HomeServices Florida,San Antonio,TX,San Antonio,1,8,8,5978256,TX131363,TX,3.8,60,A,A,realtor_scraper,2026-05-25T07:07:18.022249+00:00
40,Donna Jenkins,Donna,Jenkins,donna_jenkins@kw.com,(270) 810-7069,Alain Pinel Realtors,Sacramento,CA,Sacramento,2,8,8,4310064,CA8369531,CA,4.0,63,A,A,realtor_scraper,2026-05-25T07:07:18.011293+00:00
158,Rose Evans,Rose,Evans,evans.rose@gmail.com,(916) 493-3457,LIV Sotheby's,Boston,MA,Boston,21,26,26,15244476,MA744679,MA,3.9,76,A,A,realtor_scraper,2026-05-25T07:07:18.013509+00:00
275,Joyce Ramos,Joyce,Ramos,joyce_ramos@outlook.com,(225) 994-2391,Lyon Real Estate,Arlington,TX,Arlington,2,4,4,2131416,TX252834,TX,4.4,87,A,A,realtor_scraper,2026-05-25T07:07:18.022139+00:00
577,Noah Harrison,Noah,Harrison,noah25@bhhs.com,(564) 767-1244,Berkshire Hathaway HomeServices,Baltimore,MD,Baltimore,22,44,44,13579368,MD487065,MD,3.8,87,B,B,realtor_scraper,2026-05-25T07:07:18.029382+00:00
814,Sharon Stewart,Sharon,Stewart,sharon_stewart@compass.com,(442) 516-6126,Russ Lyon Sotheby's,Anchorage,AK,Anchorage,4,16,16,11202272,AK664148,AK,4.8,85,C,C,realtor_scraper,2026-05-25T07:07:18.033977+00:00
287,Mary Barnes,Mary,Barnes,mbarnes@hotmail.com,(916) 976-1279,Realty ONE Group,New York,NY,New York,0,5,5,2654105,NY239631,NY,3.6,93,A,A,realtor_scraper,2026-05-25T07:07:18.022326+00:00
494,Rebecca Jackson,Rebecca,Jackson,jackson.rebecca@gmail.com,(229) 229-1885,Premiere Plus Realty,Indianapolis,IN,Indianapolis,4,14,14,6763904,IN443672,IN,4.3,80,B,B,realtor_scraper,2026-05-25T07:07:18.026016+00:00
219,Donna Jackson,Donna,Jackson,djackson@realtor.com,(346) 945-6327,The Agency,Bellevue,WA,Bellevue,20,41,41,29933608,WA861537,WA,3.5,78,A,A,realtor_scraper,2026-05-25T07:07:18.021065+00:00
569,George Reynolds,George,Reynolds,greynolds@kw.com,(336) 661-9295,Berkshire Hathaway HomeServices Texas,Columbus,OH,Columbus,2,7,7,1949150,OH944228,OH,3.8,65,B,B,realtor_scraper,2026-05-25T07:07:18.029263+00:00
534,Austin Turner,Austin,Turner,austint@realtor.com,(847) 636-8296,Berkshire Hathaway HomeServices Fox & Roach,Pittsburgh,PA,Pittsburgh,8,22,22,12303104,PA646082,PA,3.7,77,B,B,realtor_scraper,2026-05-25T07:07:18.028589+00:00
936,Frank Long,Frank,Long,long.frank@compass.com,(301) 365-7574,Compass,Santa Fe,NM,Santa Fe,13,32,32,10102464,NM209223,NM,3.6,81,C,C,realtor_scraper,2026-05-25T07:07:18.035529+00:00
212,Linda Garcia,Linda,Garcia,linda_garcia@gmail.com,(534) 774-5240,Berkshire Hathaway HomeServices California,Schaumburg,IL,Schaumburg,5,12,12,7676124,IL542877,IL,4.8,69,A,A,realtor_scraper,2026-05-25T07:07:18.014547+00:00
953,Natalie Jackson,Natalie,Jackson,nataliej@sothebysrealty.com,(360) 937-9683,Sotheby's International Realty,Honolulu,HI,Honolulu,5,12,12,5654772,HI671763,HI,3.6,93,C,C,realtor_scraper,2026-05-25T07:07:18.041262+00:00
565,Justin Reynolds,Justin,Reynolds,jreynolds@remax.net,(337) 873-7904,Washington Fine Properties,Minneapolis,MN,Minneapolis,9,28,28,14564116,MN351442,MN,4.8,79,B,B,realtor_scraper,2026-05-25T07:07:18.029194+00:00
996,Jeremy Wright,Jeremy,Wright,jeremy.wright@outlook.com,(361) 823-9062,TTR Sotheby's,Providence,RI,Providence,3,11,11,7359308,RI554174,RI,4.6,77,C,C,realtor_scraper,2026-05-25T07:07:18.041753+00:00
830,Nicholas Torres,Nicholas,Torres,nicholas95@yahoo.com,(913) 606-5059,Ebby Halliday Realtors,Fargo,ND,Fargo,16,16,16,5106480,ND539834,ND,4.0,79,C,C,realtor_scraper,2026-05-25T07:07:18.034146+00:00
119,Megan Smith,Megan,Smith,msmith@gmail.com,(320) 453-6935,Stirling Properties,Scottsdale,AZ,Scottsdale,4,25,25,9914350,AZ822790,AZ,4.7,63,A,A,realtor_scraper,2026-05-25T07:07:18.012833+00:00
249,Mason Wood,Mason,Wood,mason_wood@exp.com,(225) 231-1534,Century 21,Orlando,FL,Orlando,3,17,17,12315446,FL768714,FL,4.2,80,A,A,realtor_scraper,2026-05-25T07:07:18.021650+00:00
13,Tyler Peterson,Tyler,Peterson,tpeterson@hotmail.com,(515) 546-6313,The Agency,Mesa,AZ,Mesa,8,33,33,13787268,AZ661617,AZ,3.7,72,A,A,realtor_scraper,2026-05-25T07:07:18.009420+00:00
637,Melissa Graham,Melissa,Graham,melissa_graham@compass.com,(317) 758-8997,Berkshire Hathaway HomeServices California,Salt Lake City,UT,Salt Lake City,4,11,11,6953034,UT619622,UT,4.5,60,B,B,realtor_scraper,2026-05-25T07:07:18.031907+00:00
946,Alexander Evans,Alexander,Evans,aevans@remax.net,(225) 850-3082,Dave Perry-Miller,New Haven,CT,New Haven,9,29,29,15010139,CT295866,CT,3.7,76,C,C,realtor_scraper,2026-05-25T07:07:18.041182+00:00
595,Stephen Moore,Stephen,Moore,stephen_moore@outlook.com,(262) 370-4905,The Agency,Kansas City,MO,Kansas City,1,9,9,2466360,MO695273,MO,4.0,82,B,B,realtor_scraper,2026-05-25T07:07:18.029691+00:00
263,Barbara Reed,Barbara,Reed,barbara.reed@exp.com,(484) 890-4292,Howard Hanna,Seattle,WA,Seattle,14,25,25,10905900,WA136627,WA,4.9,64,A,A,realtor_scraper,2026-05-25T07:07:18.021936+00:00
4,Peter Bryant,Peter,Bryant,peterb@remax.net,(380) 926-9325,Russ Lyon Sotheby's,Denver,CO,Denver,25,45,45,12211200,CO251493,CO,4.0,71,A,A,realtor_scraper,2026-05-25T07:07:18.009249+00:00
545,Matthew Jordan,Matthew,Jordan,matthew_jordan@gmail.com,(857) 267-7233,RE/MAX Advantage,Greensboro,NC,Greensboro,2,6,6,4228152,NC433039,NC,3.9,95,B,B,realtor_scraper,2026-05-25T07:07:18.028795+00:00
871,Jason Cox,Jason,Cox,jason_cox@coldwellbanker.com,(442) 932-5656,Russ Lyon Sotheby's,Anchorage,AK,Anchorage,5,13,13,6909578,AK724351,AK,4.8,81,C,C,realtor_scraper,2026-05-25T07:07:18.034591+00:00
488,Juan Campbell,Juan,Campbell,juan9@outlook.com,(229) 982-4123,Greenway Residential,Milwaukee,WI,Milwaukee,10,26,26,6964386,WI317690,WI,5.0,99,B,B,realtor_scraper,2026-05-25T07:07:18.025926+00:00
680,Ashley Martin,Ashley,Martin,ashley_martin@realtor.com,(385) 682-6550,Mark Spain Real Estate,Cincinnati,OH,Cincinnati,24,15,15,4255335,OH723008,OH,3.5,63,B,B,realtor_scraper,2026-05-25T07:07:18.032433+00:00
221,Martha Walker,Martha,Walker,mwalker@hotmail.com,(985) 682-4403,Coldwell Banker Residential,Boston,MA,Boston,17,40,40,26606600,MA660627,MA,4.0,88,A,A,realtor_scraper,2026-05-25T07:07:18.021101+00:00
477,Juan Parker,Juan,Parker,juan_parker@outlook.com,(616) 324-2079,Dielmann Sotheby's,Greenville,SC,Greenville,18,30,30,11270580,SC391673,SC,3.8,93,B,B,realtor_scraper,2026-05-25T07:07:18.025768+00:00
245,Brittany Parker,Brittany,Parker,parker.brittany@hotmail.com,(857) 931-4539,Mark Spain Real Estate,Bellevue,WA,Bellevue,9,38,38,19910632,WA139341,WA,4.5,84,A,A,realtor_scraper,2026-05-25T07:07:18.021551+00:00
715,Sean Fisher,Sean,Fisher,sean.fisher@gmail.com,(617) 887-3041,Ebby Halliday Realtors,Fort Wayne,IN,Fort Wayne,21,40,40,28985960,IN187041,IN,3.6,67,B,B,realtor_scraper,2026-05-25T07:07:18.032868+00:00
894,Philip Cook,Philip,Cook,philip.cook@outlook.com,(320) 375-8612,Joyce Rey,Overland Park,KS,Overland Park,0,7,7,3390604,KS790791,KS,4.1,86,C,C,realtor_scraper,2026-05-25T07:07:18.034897+00:00
872,Sandra Kelly,Sandra,Kelly,skelly@remax.net,(262) 235-9095,Lyon Real Estate,Sioux Falls,SD,Sioux Falls,8,21,21,6602862,SD817428,SD,4.3,75,C,C,realtor_scraper,2026-05-25T07:07:18.034604+00:00
274,Diane Smith,Diane,Smith,dianes@yahoo.com,(534) 579-6900,The Boutique Real Estate Group,Cambridge,MA,Cambridge,15,36,36,18016920,MA159902,MA,3.6,91,A,A,realtor_scraper,2026-05-25T07:07:18.022121+00:00
623,Rebecca Cox,Rebecca,Cox,cox.rebecca@sothebysrealty.com,(760) 953-6537,Sotheby's International Realty,Reno,NV,Reno,14,29,29,17998734,NV556008,NV,3.7,65,B,B,realtor_scraper,2026-05-25T07:07:18.031747+00:00
303,Heather Moreno,Heather,Moreno,hmoreno@outlook.com,(308) 819-7573,Daniel Gale Sotheby's,Cambridge,MA,Cambridge,9,18,18,9209628,MA975515,MA,4.5,69,A,A,realtor_scraper,2026-05-25T07:07:18.022547+00:00
151,Amanda Watson,Amanda,Watson,amandaw@yahoo.com,(575) 221-2753,Alain Pinel Realtors,Phoenix,AZ,Phoenix,3,16,16,5262176,AZ313251,AZ,4.7,62,A,A,realtor_scraper,2026-05-25T07:07:18.013393+00:00
967,Deborah Alexander,Deborah,Alexander,alexander.deborah@coldwellbanker.com,(334) 693-2028,Rogers Healy and Associates,Oklahoma City,OK,Oklahoma City,12,21,21,13928943,OK713166,OK,4.9,72,C,C,realtor_scraper,2026-05-25T07:07:18.041423+00:00
882,Henry Cruz,Henry,Cruz,henry91@hotmail.com,(310) 620-1235,Joyce Rey,Portland,ME,Portland,3,17,17,12462105,ME249619,ME,3.6,68,C,C,realtor_scraper,2026-05-25T07:07:18.034702+00:00
184,Elijah Ortiz,Elijah,Ortiz,elijah_ortiz@compass.com,(908) 343-5242,Howard Hanna,Boston,MA,Boston,4,13,13,5196945,MA702209,MA,4.4,84,A,A,realtor_scraper,2026-05-25T07:07:18.013939+00:00
