id,name,email,phone,brokerage,state,city,experience_years,transaction_volume_2024,priority_tier,cream_fit_score,lead_date
CREAM_20260605_830318,John Davis,john_davis@kw.com,206-325-2593,Corcoran,NY,Manhattan,8,162,A,86,2026-06-05
CREAM_20260605_387637,Jacob Wilson,wilson.jacob@outlook.com,415-983-8545,Century 21,CA,San Diego,3,22,A,77,2026-06-05
CREAM_20260605_682818,Logan Moore,loganm@yahoo.com,617-611-2452,Compass,NC,Winston-Salem,4,29,B,72,2026-06-05
CREAM_20260605_178372,Charles Flores,cflores@realtor.net,415-832-7360,Better Homes and Gardens,CA,Irvine,5,39,C,74,2026-06-05
CREAM_20260605_867850,Thomas Sanchez,thomass@remax.net,512-897-6511,Redfin,KY,Lexington,4,31,B,78,2026-06-05
CREAM_20260605_439432,Christopher Hernandez,christopherh@realtor.net,415-561-4174,Harry Norman,VA,Virginia Beach,6,185,A,83,2026-06-05
CREAM_20260605_881639,Christopher King,king.christopher@gmail.com,310-481-7064,Realty One Group,TX,Midland,10,133,C,57,2026-06-05
CREAM_20260605_496077,Michael Allen,michaela@hotmail.com,213-905-8719,eXp Realty,MI,Grand Rapids,5,15,B,81,2026-06-05
CREAM_20260605_586193,Steven Smith,ssmith@yahoo.com,206-810-1797,Howard Hanna,MA,Boston,7,111,A,82,2026-06-05
CREAM_20260605_955520,Mark Scott,mark.scott@icloud.com,310-798-4960,Redfin,FL,Hollywood,6,114,B,82,2026-06-05
CREAM_20260605_527737,Lucas Hill,hill.lucas@gmail.com,713-842-2857,Sothebys International,KS,Kansas City,8,124,A,83,2026-06-05
CREAM_20260605_988721,Jacob Martin,jacobm@realtor.net,212-482-5480,eXp Realty,NY,New York,12,145,A,80,2026-06-05
CREAM_20260605_469235,Mason Rivera,rivera.mason@icloud.com,206-827-6489,JPAR,OH,Akron,7,56,B,72,2026-06-05
CREAM_20260605_810334,Oliver Anderson,oanderson@gmail.com,407-261-9648,Century 21,IN,Indianapolis,5,31,A,84,2026-06-05
CREAM_20260605_411122,Donna Taylor,taylor.donna@gmail.com,503-599-9983,The Agency,TX,Midland,5,20,C,76,2026-06-05
CREAM_20260605_996765,Kimberly Williams,kimberly_williams@icloud.com,305-917-7419,Christies International,WI,Milwaukee,7,193,A,79,2026-06-05
CREAM_20260605_838748,Abigail Brown,abigail_brown@realtor.net,213-307-5142,Howard Hanna,TX,Denton,12,197,C,63,2026-06-05
CREAM_20260605_595058,Sarah Walker,walker.sarah@icloud.com,415-333-4907,Brown Harris Stevens,CA,Chula Vista,9,81,C,67,2026-06-05
CREAM_20260605_474967,Isabella King,king.isabella@remax.net,212-922-2014,Engel & Völkers,FL,Orlando,5,26,A,85,2026-06-05
CREAM_20260605_288644,William Mitchell,mitchell.william@outlook.com,602-853-4261,eXp Realty,CO,Colorado Springs,20,164,A,93,2026-06-05
CREAM_20260605_505614,Michael Adams,adams.michael@yahoo.com,404-536-6516,Century 21,NY,Mount Vernon,5,26,C,74,2026-06-05
CREAM_20260605_537980,Kimberly Johnson,kimberly_johnson@yahoo.com,512-585-8456,Keller Williams,TX,Grand Prairie,3,27,B,90,2026-06-05
CREAM_20260605_700540,David Allen,dallen@realtor.net,503-646-5697,Realty One Group,OK,Oklahoma City,4,20,A,75,2026-06-05
CREAM_20260605_414440,Jessica Nguyen,jessican@icloud.com,713-146-5286,HomeSmart,NC,Raleigh,7,151,B,85,2026-06-05
CREAM_20260605_166244,Logan Torres,logan.torres@icloud.com,305-961-9379,JPAR,TX,Arlington,4,15,B,76,2026-06-05
CREAM_20260605_558408,Linda Hill,lhill@realtor.net,617-642-4599,The Agency,CA,San Francisco,8,107,A,96,2026-06-05
CREAM_20260605_823348,Abigail Rodriguez,arodriguez@outlook.com,415-552-3455,Weichert Realtors,OH,Cincinnati,5,17,B,71,2026-06-05
CREAM_20260605_748554,Sarah Lopez,lopez.sarah@outlook.com,512-496-8101,United Real Estate,CA,Oceanside,6,116,C,59,2026-06-05
CREAM_20260605_297062,John Ramirez,johnr@realtor.net,312-784-5436,Redfin,MI,Detroit,2,10,A,85,2026-06-05
CREAM_20260605_427907,Sandra Williams,sandra.williams@icloud.com,503-590-6838,Redfin,FL,Gainesville,4,16,C,71,2026-06-05
CREAM_20260605_721227,Karen Jones,karen_jones@outlook.com,206-826-7229,Compass,CA,San Diego,3,20,A,75,2026-06-05
CREAM_20260605_536913,Patricia Jackson,patriciaj@gmail.com,415-711-9115,United Real Estate,PA,Philadelphia,3,26,A,91,2026-06-05
CREAM_20260605_871219,Evelyn Martin,evelyn_martin@gmail.com,310-211-1416,Christies International,CA,Glendale,4,36,C,59,2026-06-05
CREAM_20260605_953479,Donald Roberts,donald_roberts@remax.net,213-302-6903,Century 21,FL,Hollywood,3,35,B,65,2026-06-05
CREAM_20260605_915017,Margaret Rodriguez,margaret.rodriguez@icloud.com,404-343-6967,Long & Foster,CO,Colorado Springs,8,157,A,82,2026-06-05
CREAM_20260605_749136,Lisa Hernandez,lhernandez@hotmail.com,407-499-9823,Nexthome,CA,Glendale,3,27,C,58,2026-06-05
CREAM_20260605_466397,Linda Miller,lmiller@kw.com,503-837-1112,JPAR,TX,San Antonio,10,135,A,99,2026-06-05
CREAM_20260605_596926,Betty Rivera,betty_rivera@hotmail.com,212-487-3280,Compass,WI,Milwaukee,4,19,A,76,2026-06-05
CREAM_20260605_510409,Linda Wilson,linda.wilson@yahoo.com,713-835-6763,The Agency,TX,Beaumont,2,13,C,63,2026-06-05
CREAM_20260605_473860,Christopher Mitchell,christopherm@remax.net,303-138-9955,JPAR,FL,St Petersburg,4,15,B,88,2026-06-05
CREAM_20260605_807038,Sarah Brown,sbrown@gmail.com,503-673-5928,Christies International,TX,Pasadena,8,187,C,53,2026-06-05
CREAM_20260605_812596,Sophia Hall,sophia.hall@realtor.net,305-850-1324,Realty One Group,NY,Buffalo,3,16,B,82,2026-06-05
CREAM_20260605_958544,Sarah Garcia,garcia.sarah@icloud.com,415-959-2039,Brown Harris Stevens,TX,Amarillo,15,92,B,89,2026-06-05
CREAM_20260605_916362,Betty Lewis,betty_lewis@realtor.net,213-418-8636,Realty One Group,OK,Tulsa,7,62,B,88,2026-06-05
CREAM_20260605_927250,Anthony Jones,jones.anthony@realtor.net,213-842-8915,Semonin,AZ,Mesa,4,30,B,76,2026-06-05
CREAM_20260605_556033,Nancy Smith,smith.nancy@kw.com,415-309-8058,Compass,WI,Madison,7,138,B,65,2026-06-05
CREAM_20260605_664435,Sarah Wilson,wilson.sarah@icloud.com,303-785-3324,Century 21,OR,Gresham,4,23,B,63,2026-06-05
CREAM_20260605_994263,Oliver Lewis,oliver_lewis@yahoo.com,305-944-8037,Nexthome,GA,Atlanta,5,23,A,87,2026-06-05
CREAM_20260605_256774,Emily Walker,emily_walker@kw.com,713-698-7184,Keller Williams,OR,Salem,4,20,B,73,2026-06-05
CREAM_20260605_717257,Joshua Smith,joshua_smith@yahoo.com,312-887-9394,United Real Estate,OK,Oklahoma City,3,33,A,81,2026-06-05
CREAM_20260605_958603,Susan Roberts,sroberts@icloud.com,303-836-1087,Christies International,TX,Beaumont,2,7,C,68,2026-06-05
CREAM_20260605_369331,Matthew Ramirez,ramirez.matthew@kw.com,512-479-4327,HomeSmart,TX,Mesquite,7,124,C,56,2026-06-05
CREAM_20260605_952021,Thomas King,thomas.king@icloud.com,305-880-4890,Douglas Elliman,FL,Tampa,5,31,A,88,2026-06-05
CREAM_20260605_827725,Joseph Nguyen,joseph.nguyen@yahoo.com,404-850-2239,Long & Foster,TN,Knoxville,12,50,B,64,2026-06-05
CREAM_20260605_570616,John Lopez,john.lopez@hotmail.com,206-436-3828,Compass,CA,Stockton,1,4,B,64,2026-06-05
CREAM_20260605_371749,Mary Smith,mary.smith@kw.com,503-475-9031,The Agency,CA,Chula Vista,5,31,C,63,2026-06-05
CREAM_20260605_653022,Emma Wright,emmaw@realtor.net,213-552-6836,United Real Estate,NC,High Point,5,24,C,69,2026-06-05
CREAM_20260605_763980,Mark Smith,msmith@icloud.com,602-897-2761,Semonin,AZ,Phoenix,5,34,A,77,2026-06-05
CREAM_20260605_895594,Lisa Smith,lisa.smith@icloud.com,407-443-2022,Better Homes and Gardens,CA,San Diego,5,22,A,89,2026-06-05
CREAM_20260605_400553,Isabella Moore,isabellam@yahoo.com,303-610-5059,eXp Realty,IL,Chicago,8,158,A,82,2026-06-05
CREAM_20260605_734795,Nancy Flores,nancyf@outlook.com,415-715-2937,JPAR,CA,San Francisco,7,96,A,98,2026-06-05
CREAM_20260605_496276,Charlotte Gonzalez,charlotte.gonzalez@realtor.net,212-213-6288,Century 21,VA,Virginia Beach,2,8,A,94,2026-06-05
CREAM_20260605_897062,Christopher Sanchez,csanchez@realtor.net,713-455-1266,Weichert Realtors,CO,Boulder,6,111,C,72,2026-06-05
CREAM_20260605_704890,Charles Nguyen,charles_nguyen@gmail.com,310-641-6387,ERA Real Estate,NC,Charlotte,9,76,A,95,2026-06-05
CREAM_20260605_374737,Isabella Nelson,inelson@hotmail.com,303-218-8824,Semonin,CO,Colorado Springs,3,25,A,80,2026-06-05
CREAM_20260605_677669,Thomas Nguyen,thomas.nguyen@realtor.net,713-724-6634,eXp Realty,MI,Grand Rapids,2,3,B,90,2026-06-05
CREAM_20260605_742554,Susan Davis,susan_davis@gmail.com,512-732-5479,Century 21,CO,Boulder,3,28,C,58,2026-06-05
CREAM_20260605_422968,Sarah Allen,sarah.allen@hotmail.com,303-434-2453,Long & Foster,CA,Los Angeles,10,188,A,89,2026-06-05
CREAM_20260605_632630,Michelle Rodriguez,rodriguez.michelle@kw.com,713-617-7703,Corcoran,FL,West Palm Beach,8,193,C,67,2026-06-05
CREAM_20260605_795645,Abigail Nelson,abigailn@outlook.com,602-959-1530,HomeSmart,TN,Memphis,4,30,B,79,2026-06-05
CREAM_20260605_745876,Charlotte Clark,clark.charlotte@realtor.net,212-887-7198,Realty ONE Group,MA,Worcester,3,16,B,68,2026-06-05
CREAM_20260605_287919,Charlotte Nguyen,nguyen.charlotte@kw.com,404-196-9193,Weichert Realtors,OH,Cleveland,5,21,B,81,2026-06-05
CREAM_20260605_187314,Robert Williams,rwilliams@outlook.com,310-565-2965,ERA Real Estate,AZ,Tucson,12,91,A,89,2026-06-05
CREAM_20260605_705648,Donna Moore,donna.moore@kw.com,206-652-1077,ReeceNichols,IN,Indianapolis,5,15,A,97,2026-06-05
CREAM_20260605_271505,Elizabeth Gonzalez,elizabeth.gonzalez@outlook.com,602-902-8570,Douglas Elliman,TX,Arlington,1,9,B,67,2026-06-05
CREAM_20260605_903446,John Martin,jmartin@gmail.com,404-319-7638,Christies International,CA,Los Angeles,2,12,A,94,2026-06-05
CREAM_20260605_894410,Anthony Thompson,anthony.thompson@realtor.net,512-491-8455,ERA Real Estate,WI,Milwaukee,4,38,A,76,2026-06-05
CREAM_20260605_952529,Amelia Davis,adavis@icloud.com,602-257-4602,ReeceNichols,CA,Moreno Valley,3,33,C,75,2026-06-05
CREAM_20260605_927646,Sophia Hill,sophia.hill@icloud.com,415-923-8984,Douglas Elliman,MA,Boston,2,5,A,96,2026-06-05
CREAM_20260605_519254,Margaret Johnson,margaretj@remax.net,503-842-3727,Berkshire Hathaway,NY,Rochester,5,21,B,72,2026-06-05
CREAM_20260605_177105,Isabella Allen,isabella_allen@realtor.net,602-536-1937,United Real Estate,CA,Sacramento,5,32,A,80,2026-06-05
CREAM_20260605_672567,Emily Sanchez,sanchez.emily@icloud.com,415-875-3957,Realty One Group,FL,Gainesville,7,46,C,59,2026-06-05
CREAM_20260605_567846,Evelyn Perez,evelyn_perez@hotmail.com,212-176-1740,Christies International,CA,Fontana,7,162,C,61,2026-06-05
CREAM_20260605_589827,Patricia Campbell,pcampbell@yahoo.com,206-124-2557,Redfin,CA,Oceanside,4,17,C,53,2026-06-05
CREAM_20260605_981211,Liam Lopez,llopez@outlook.com,407-986-1300,Brown Harris Stevens,TX,Fort Worth,2,7,A,76,2026-06-05
CREAM_20260605_715642,Joshua Davis,joshuad@kw.com,312-808-5018,JPAR,CO,Aurora,3,17,B,85,2026-06-05
CREAM_20260605_292849,Jennifer Green,jennifer_green@realtor.net,415-919-2638,Keller Williams,OH,Toledo,5,25,B,70,2026-06-05
CREAM_20260605_128299,William Mitchell,mitchell.william@hotmail.com,503-331-1066,Better Homes and Gardens,CA,Irvine,5,27,C,75,2026-06-05
CREAM_20260605_216766,Elijah Thomas,ethomas@hotmail.com,415-885-6865,ERA Real Estate,CA,Anaheim,6,161,B,78,2026-06-05
CREAM_20260605_978015,Margaret Harris,margaret.harris@remax.net,415-197-6808,Realty ONE Group,TX,Austin,4,30,A,89,2026-06-05
CREAM_20260605_272677,Mary Nelson,mary_nelson@hotmail.com,310-687-6660,Douglas Elliman,CA,Irvine,12,190,C,71,2026-06-05
CREAM_20260605_433507,Michelle Smith,michelle.smith@icloud.com,713-103-4114,eXp Realty,FL,Tallahassee,7,42,B,68,2026-06-05
CREAM_20260605_169710,Liam Smith,liam_smith@gmail.com,407-333-2746,Realty One Group,TX,Frisco,6,157,C,67,2026-06-05
CREAM_20260605_207707,Donald Green,dgreen@remax.net,415-483-5514,The Agency,TX,Arlington,10,108,B,62,2026-06-05
CREAM_20260605_267495,Ashley Robinson,robinson.ashley@kw.com,503-943-3840,Realty One Group,AZ,Phoenix,5,39,A,94,2026-06-05
CREAM_20260605_125468,Elijah Williams,elijah.williams@hotmail.com,415-774-1142,HomeSmart,TX,Irving,3,29,B,73,2026-06-05
CREAM_20260605_575811,Mary Rodriguez,mary.rodriguez@yahoo.com,206-255-2495,United Real Estate,IL,Chicago,6,91,A,79,2026-06-05
CREAM_20260605_621422,John Roberts,jroberts@kw.com,602-228-2306,Berkshire Hathaway,MA,Worcester,4,15,B,80,2026-06-05
CREAM_20260605_342275,Emma Lewis,emmal@gmail.com,617-339-6787,Harry Norman,CA,Huntington Beach,4,40,C,55,2026-06-05
CREAM_20260605_997101,Jacob Carter,jacobc@hotmail.com,305-291-5231,Semonin,TX,Plano,9,112,B,62,2026-06-05
CREAM_20260605_449980,Michelle Lewis,michelle_lewis@realtor.net,602-867-8157,Sothebys International,CA,Santa Rosa,3,35,C,74,2026-06-05
CREAM_20260605_384738,Jacob King,jking@icloud.com,415-358-8670,Better Homes and Gardens,CA,Glendale,3,33,C,67,2026-06-05
CREAM_20260605_260544,Donald Martin,donald.martin@icloud.com,617-265-5530,Compass,TX,Dallas,3,31,A,85,2026-06-05
CREAM_20260605_120813,Joshua Hall,joshua_hall@yahoo.com,415-754-3468,ReeceNichols,MI,Detroit,4,30,A,81,2026-06-05
CREAM_20260605_560810,Lisa Hernandez,lisa_hernandez@icloud.com,404-746-8096,Christies International,OH,Canton,10,119,C,62,2026-06-05
CREAM_20260605_840731,Elijah Johnson,elijah_johnson@icloud.com,415-796-5284,Better Homes and Gardens,NM,Albuquerque,4,30,A,80,2026-06-05
CREAM_20260605_826114,Christopher Wright,christopher_wright@remax.net,512-627-3359,Brown Harris Stevens,CO,Thornton,4,20,C,64,2026-06-05
CREAM_20260605_150268,Linda Jackson,jackson.linda@yahoo.com,206-588-9965,Realty One Group,OH,Cleveland,5,34,B,76,2026-06-05
CREAM_20260605_914783,Mia Clark,clark.mia@yahoo.com,602-227-9413,The Agency,NC,Cary,7,141,C,63,2026-06-05
CREAM_20260605_407477,Donna Robinson,donna.robinson@yahoo.com,713-401-2663,Realty One Group,NY,Albany,8,110,C,55,2026-06-05
CREAM_20260605_804411,James Smith,jamess@realtor.net,305-898-8937,RE/MAX,OH,Cincinnati,4,24,B,88,2026-06-05
CREAM_20260605_524054,Elijah Ramirez,elijahr@remax.net,312-397-3324,HomeSmart,CA,Chula Vista,9,46,C,78,2026-06-05
CREAM_20260605_273981,Michael Carter,michaelc@realtor.net,212-431-4321,JPAR,KY,Lexington,3,32,B,72,2026-06-05
CREAM_20260605_838404,Linda Roberts,linda.roberts@outlook.com,312-206-8361,Corcoran,IL,Chicago,8,122,A,76,2026-06-05
CREAM_20260605_436223,Noah Hall,nhall@yahoo.com,503-836-5707,ERA Real Estate,CO,Fort Collins,4,21,B,73,2026-06-05
CREAM_20260605_510347,Linda Allen,linda.allen@kw.com,713-106-5429,eXp Realty,NC,Winston-Salem,6,198,B,88,2026-06-05
CREAM_20260605_925854,Amelia Williams,awilliams@kw.com,303-564-4527,Engel & Völkers,CO,Greeley,4,19,C,77,2026-06-05
CREAM_20260605_729183,Noah Baker,noah.baker@yahoo.com,404-646-7541,Realty ONE Group,CA,Modesto,6,188,C,76,2026-06-05
CREAM_20260605_755815,Jennifer White,jennifer_white@remax.net,310-991-9350,Harry Norman,NY,New York,20,135,A,97,2026-06-05
CREAM_20260605_468889,Jacob Baker,jacob_baker@kw.com,407-345-1139,JPAR,MI,Detroit,7,113,A,91,2026-06-05
CREAM_20260605_188525,Noah Mitchell,noah.mitchell@gmail.com,310-850-6251,HomeSmart,AZ,Phoenix,9,141,A,75,2026-06-05
CREAM_20260605_861606,Steven Hall,steven.hall@realtor.net,310-849-1847,Better Homes and Gardens,WI,Madison,3,29,B,77,2026-06-05
CREAM_20260605_854199,Matthew King,mking@remax.net,713-456-1200,Keller Williams,NC,Wilmington,9,107,C,57,2026-06-05
CREAM_20260605_351692,Steven Carter,stevenc@kw.com,213-214-8708,Compass,NC,Greensboro,8,55,B,60,2026-06-05
CREAM_20260605_103889,Christopher Lopez,christopherl@yahoo.com,407-911-3064,Long & Foster,WA,Seattle,8,55,A,98,2026-06-05
CREAM_20260605_293889,Oliver Johnson,ojohnson@realtor.net,713-870-5347,Compass,FL,Gainesville,4,32,C,75,2026-06-05
CREAM_20260605_162145,Andrew Wilson,wilson.andrew@yahoo.com,617-637-1089,Engel & Völkers,OH,Toledo,3,16,B,86,2026-06-05
CREAM_20260605_125610,Ashley Brown,ashleyb@hotmail.com,713-808-8585,Long & Foster,TX,Arlington,7,123,B,89,2026-06-05
CREAM_20260605_491698,Thomas Rivera,rivera.thomas@hotmail.com,310-160-7866,Compass,FL,Tampa,5,23,A,100,2026-06-05
CREAM_20260605_170879,Sophia Brown,sophia.brown@realtor.net,407-438-6204,Berkshire Hathaway,CA,Modesto,3,23,C,57,2026-06-05
CREAM_20260605_395399,Daniel Harris,danielh@outlook.com,713-513-4544,Nexthome,AZ,Tucson,10,68,A,90,2026-06-05
CREAM_20260605_466724,Emily Jackson,ejackson@realtor.net,303-558-2209,Douglas Elliman,CA,Santa Rosa,6,116,C,54,2026-06-05
CREAM_20260605_404976,James Rodriguez,jrodriguez@yahoo.com,503-956-8243,Century 21,DC,Washington,7,188,A,83,2026-06-05
CREAM_20260605_538725,Joshua Rodriguez,joshua_rodriguez@remax.net,415-746-7438,HomeSmart,OH,Youngstown,7,97,C,51,2026-06-05
CREAM_20260605_411183,Michael Hall,hall.michael@outlook.com,212-828-5094,Christies International,KY,Louisville,3,27,A,80,2026-06-05
CREAM_20260605_462166,Jessica Nguyen,nguyen.jessica@outlook.com,305-607-5074,United Real Estate,WA,Seattle,6,91,A,88,2026-06-05
CREAM_20260605_614761,Charlotte Williams,cwilliams@realtor.net,305-115-6093,Sothebys International,OK,Tulsa,3,39,B,87,2026-06-05
CREAM_20260605_147623,Betty Campbell,bcampbell@remax.net,305-604-6956,HomeSmart,OR,Gresham,1,7,B,78,2026-06-05
CREAM_20260605_208135,James Carter,james_carter@outlook.com,617-406-2182,Christies International,CA,Rancho Cucamonga,4,21,C,65,2026-06-05
CREAM_20260605_327401,Susan Lee,susan.lee@icloud.com,415-908-2055,Sothebys International,OH,Columbus,5,40,A,88,2026-06-05
CREAM_20260605_555531,Nancy Torres,nancy.torres@kw.com,404-688-1874,Engel & Völkers,CA,Riverside,6,106,B,71,2026-06-05
CREAM_20260605_605968,Elijah Flores,flores.elijah@icloud.com,404-592-8498,HomeSmart,OH,Akron,3,29,B,73,2026-06-05
CREAM_20260605_616349,Karen Hill,karen_hill@remax.net,310-808-4414,United Real Estate,CA,Chula Vista,12,56,C,71,2026-06-05
CREAM_20260605_535723,Michelle Allen,allen.michelle@realtor.net,213-594-9190,Semonin,NC,Fayetteville,6,97,C,58,2026-06-05
CREAM_20260605_209580,David Robinson,david_robinson@hotmail.com,305-548-4196,Sothebys International,TX,McKinney,5,27,C,58,2026-06-05
CREAM_20260605_673832,Lisa Garcia,lisa_garcia@icloud.com,407-852-7382,The Agency,FL,Miami,10,141,A,85,2026-06-05
CREAM_20260605_554800,Sandra Thompson,sandra.thompson@outlook.com,512-562-7575,RE/MAX,OK,Oklahoma City,5,19,A,83,2026-06-05
CREAM_20260605_610891,Steven Martin,steven_martin@hotmail.com,713-863-6829,Berkshire Hathaway,MI,Detroit,8,162,A,86,2026-06-05
CREAM_20260605_663372,Emily Thomas,ethomas@yahoo.com,503-738-6764,Howard Hanna,CA,Modesto,4,29,C,78,2026-06-05
CREAM_20260605_120439,Elijah Torres,elijaht@outlook.com,312-108-5189,Nexthome,TX,Killeen,7,97,C,80,2026-06-05
CREAM_20260605_493812,Alexander Miller,alexander.miller@remax.net,415-347-4720,Engel & Völkers,CA,Oceanside,12,56,C,72,2026-06-05
CREAM_20260605_343859,Alexander Martinez,alexanderm@icloud.com,512-681-2937,Douglas Elliman,CA,Anaheim,10,44,B,64,2026-06-05
CREAM_20260605_364779,Daniel Anderson,daniel_anderson@kw.com,310-935-1034,Better Homes and Gardens,NY,New Rochelle,4,26,C,79,2026-06-05
CREAM_20260605_860307,Charles Taylor,charles.taylor@kw.com,503-453-3931,United Real Estate,KY,Lexington,4,17,B,82,2026-06-05
CREAM_20260605_367544,Richard Jackson,jackson.richard@gmail.com,212-614-5043,Brown Harris Stevens,NY,Yonkers,5,21,B,81,2026-06-05
CREAM_20260605_602675,Jennifer Garcia,jenniferg@outlook.com,512-923-7243,ReeceNichols,TX,San Antonio,6,200,A,100,2026-06-05
CREAM_20260605_624406,Linda Harris,linda_harris@outlook.com,310-954-7595,Long & Foster,DC,Washington,1,15,A,91,2026-06-05
CREAM_20260605_736249,Mason Moore,moore.mason@hotmail.com,503-168-8555,Christies International,TX,Corpus Christi,6,163,B,78,2026-06-05
CREAM_20260605_443643,Lisa Martin,lisa.martin@icloud.com,404-657-4275,ERA Real Estate,TX,Laredo,15,170,B,69,2026-06-05
CREAM_20260605_150538,Kimberly Lee,kimberlyl@kw.com,503-165-2755,Brown Harris Stevens,CO,Colorado Springs,9,119,A,86,2026-06-05
CREAM_20260605_835823,Joseph White,white.joseph@outlook.com,503-604-9779,Compass,FL,Cape Coral,6,102,C,76,2026-06-05
CREAM_20260605_940620,Lucas Adams,adams.lucas@icloud.com,617-613-8201,ERA Real Estate,NY,Schenectady,15,167,C,60,2026-06-05
CREAM_20260605_394074,Susan Walker,susan_walker@hotmail.com,310-175-8911,Nexthome,GA,Atlanta,4,37,A,75,2026-06-05
CREAM_20260605_468585,Linda Thompson,thompson.linda@kw.com,312-991-9782,Christies International,OK,Oklahoma City,7,148,A,94,2026-06-05
CREAM_20260605_680680,Emily Taylor,etaylor@kw.com,503-469-6826,Weichert Realtors,CO,Boulder,2,15,C,59,2026-06-05
CREAM_20260605_771159,Lucas Allen,lucas_allen@kw.com,617-186-5044,Berkshire Hathaway,NY,New York,9,60,A,97,2026-06-05
CREAM_20260605_465904,Anthony White,anthonyw@outlook.com,213-395-1730,Keller Williams,OH,Akron,3,31,B,88,2026-06-05
CREAM_20260605_557187,Michelle Carter,michellec@realtor.net,310-348-3703,eXp Realty,CA,Fresno,1,15,B,75,2026-06-05
CREAM_20260605_760530,Robert Carter,robert_carter@kw.com,617-657-6152,Howard Hanna,TX,McKinney,7,109,C,78,2026-06-05
CREAM_20260605_612303,Andrew Davis,andrew.davis@gmail.com,512-888-5489,RE/MAX,TX,Midland,3,26,C,70,2026-06-05
CREAM_20260605_899912,Noah Garcia,noah_garcia@realtor.net,503-429-8619,Better Homes and Gardens,VA,Norfolk,6,151,B,75,2026-06-05
CREAM_20260605_958300,Sarah Thomas,saraht@kw.com,404-194-5169,Sothebys International,AZ,Tucson,2,12,A,100,2026-06-05
CREAM_20260605_996407,Jennifer Robinson,robinson.jennifer@kw.com,415-759-3473,Coldwell Banker,CA,Los Angeles,5,21,A,97,2026-06-05
CREAM_20260605_724445,Charlotte Williams,cwilliams@remax.net,713-240-1991,Keller Williams,CO,Denver,3,20,A,79,2026-06-05
CREAM_20260605_792880,Emma Walker,emma_walker@kw.com,212-392-9434,ERA Real Estate,TX,Dallas,5,34,A,96,2026-06-05
CREAM_20260605_927184,Olivia Young,olivia_young@realtor.net,310-532-9203,Realty ONE Group,NY,Albany,2,4,C,79,2026-06-05
CREAM_20260605_731342,Paul Nelson,paul_nelson@remax.net,713-243-1092,The Agency,TX,Houston,3,20,A,77,2026-06-05
CREAM_20260605_128686,Daniel Martinez,daniel_martinez@realtor.net,213-945-5542,Semonin,CO,Centennial,4,28,C,55,2026-06-05
CREAM_20260605_244531,Jacob Taylor,jacobt@remax.net,305-844-9668,Long & Foster,OH,Parma,12,200,C,64,2026-06-05
CREAM_20260605_456332,Karen Nelson,karenn@gmail.com,310-561-3783,eXp Realty,CA,Los Angeles,6,123,A,99,2026-06-05
CREAM_20260605_937303,Susan Green,green.susan@kw.com,512-806-7565,eXp Realty,GA,Augusta,3,24,B,84,2026-06-05
CREAM_20260605_613816,Donna Smith,smith.donna@remax.net,602-273-3779,Keller Williams,NC,High Point,2,5,C,65,2026-06-05
CREAM_20260605_945672,Sophia Ramirez,sophia_ramirez@kw.com,312-522-8597,Century 21,TX,Corpus Christi,8,188,B,67,2026-06-05
CREAM_20260605_661749,Oliver King,oliverk@kw.com,617-715-9166,Compass,NY,Manhattan,4,19,A,76,2026-06-05
CREAM_20260605_420295,Dorothy King,dorothyk@gmail.com,206-786-9086,ERA Real Estate,PA,Philadelphia,9,126,A,98,2026-06-05
CREAM_20260605_859934,Steven Hill,shill@outlook.com,404-956-7509,RE/MAX,CA,San Jose,2,9,A,100,2026-06-05
CREAM_20260605_547645,Lucas Anderson,landerson@remax.net,713-138-2673,RE/MAX,FL,St Petersburg,4,16,B,60,2026-06-05
CREAM_20260605_473974,Sandra Flores,sflores@kw.com,303-394-5311,Realty ONE Group,WA,Seattle,5,35,A,97,2026-06-05
CREAM_20260605_824562,Sandra Sanchez,sandra.sanchez@gmail.com,305-739-6342,Nexthome,TX,Frisco,5,35,C,78,2026-06-05
CREAM_20260605_837927,Linda Taylor,taylor.linda@kw.com,310-202-4531,HomeSmart,IN,Indianapolis,4,39,A,97,2026-06-05
CREAM_20260605_656801,Logan Baker,logan_baker@outlook.com,415-638-1650,JPAR,CA,Bakersfield,4,29,B,81,2026-06-05
CREAM_20260605_403178,Patricia Green,patriciag@hotmail.com,206-188-6046,Realty ONE Group,NM,Albuquerque,6,90,A,96,2026-06-05
CREAM_20260605_838722,Mary Nelson,mnelson@remax.net,212-924-7816,Coldwell Banker,WA,Spokane,5,19,B,81,2026-06-05
CREAM_20260605_774111,Joshua Jones,joshua.jones@outlook.com,213-231-9605,Sothebys International,FL,Miami,7,113,A,81,2026-06-05
CREAM_20260605_987708,Paul Jones,pjones@remax.net,310-456-1379,Christies International,FL,Pembroke Pines,6,185,B,68,2026-06-05
CREAM_20260605_727543,Abigail Scott,abigail_scott@outlook.com,310-680-1035,RE/MAX,OH,Dayton,3,37,C,54,2026-06-05
CREAM_20260605_745472,Paul Clark,paul_clark@outlook.com,503-797-5763,The Agency,TX,Austin,20,179,A,83,2026-06-05
CREAM_20260605_837642,Anthony Martinez,martinez.anthony@outlook.com,713-386-6276,Engel & Völkers,NC,Durham,7,132,B,82,2026-06-05
