id,first_name,last_name,email,phone,city,state,priority,years_experience,experience_tier,cream_fit_score,estimated_transactions,brokerage,license_number,source,scraped_at
CREAM-20260629-0266,Matthew,Martin,matthew.martin@realtor.com,(624) 294-5377,Austin,TX,A,5,Mid,73,18,eXp Realty,TX922462,CREAM Lead Scraper,2026-06-29T06:20:26.812544
CREAM-20260629-0267,Sarah,Gonzalez,sarah.gonzalez@realty.com,(598) 804-4972,Chicago,IL,A,15,Senior,66,13,RE/MAX,IL479245,CREAM Lead Scraper,2026-06-29T06:20:26.812555
CREAM-20260629-0268,Joshua,Brown,joshua.brown@realty.com,(369) 643-5640,San Jose,CA,A,3,Mid,90,11,Sotheby's,CA169981,CREAM Lead Scraper,2026-06-29T06:20:26.812566
CREAM-20260629-0269,Jennifer,Garcia,jennifer.garcia@realty.com,(507) 489-8785,Denver,CO,A,2,New,73,14,Sotheby's,CO331465,CREAM Lead Scraper,2026-06-29T06:20:26.812604
CREAM-20260629-0270,Daniel,Brown,daniel.brown@realtor.com,(299) 962-2077,Denver,CO,A,16,Senior,95,41,RE/MAX,CO419213,CREAM Lead Scraper,2026-06-29T06:20:26.812616
CREAM-20260629-0271,Melissa,Hernandez,melissa.hernandez@sothebysrealty.com,(332) 628-5003,Dallas,TX,A,16,Senior,84,45,Berkshire Hathaway,TX506582,CREAM Lead Scraper,2026-06-29T06:20:26.812627
CREAM-20260629-0272,Robert,Robinson,robert.robinson@realtor.com,(379) 561-5971,Austin,TX,A,7,Senior,86,44,Sotheby's,TX620277,CREAM Lead Scraper,2026-06-29T06:20:26.812643
CREAM-20260629-0273,Rebecca,Johnson,rebecca.johnson@gmail.com,(987) 717-4596,Houston,TX,A,2,New,96,8,eXp Realty,TX938341,CREAM Lead Scraper,2026-06-29T06:20:26.812657
CREAM-20260629-0274,Kevin,Johnson,kevin.johnson@yahoo.com,(400) 670-4448,Austin,TX,A,23,Senior,71,34,Coldwell Banker,TX626467,CREAM Lead Scraper,2026-06-29T06:20:26.812668
CREAM-20260629-0275,Jennifer,Williams,jennifer.williams@yahoo.com,(619) 689-9978,New York,NY,A,5,Mid,75,6,eXp Realty,NY156498,CREAM Lead Scraper,2026-06-29T06:20:26.812680
CREAM-20260629-0276,Lisa,Harris,lisa.harris@realtor.com,(947) 620-7447,San Diego,CA,A,24,Senior,92,41,Coldwell Banker,CA834334,CREAM Lead Scraper,2026-06-29T06:20:26.812691
CREAM-20260629-0277,Jennifer,Moore,jennifer.moore@sothebysrealty.com,(787) 461-1560,Washington,DC,A,0,New,83,15,Keller Williams,DC612987,CREAM Lead Scraper,2026-06-29T06:20:26.812702
CREAM-20260629-0278,Ryan,Martinez,ryan.martinez@realtor.com,(791) 488-3651,Austin,TX,A,25,Senior,61,40,eXp Realty,TX635134,CREAM Lead Scraper,2026-06-29T06:20:26.812713
CREAM-20260629-0279,Robert,Harris,robert.harris@gmail.com,(636) 553-8653,Austin,TX,A,3,Mid,83,6,eXp Realty,TX382726,CREAM Lead Scraper,2026-06-29T06:20:26.812725
CREAM-20260629-0280,Michael,Taylor,michael.taylor@sothebysrealty.com,(478) 759-3186,San Jose,CA,A,9,Senior,84,46,Coldwell Banker,CA699888,CREAM Lead Scraper,2026-06-29T06:20:26.812736
CREAM-20260629-0281,Michael,Johnson,michael.johnson@yahoo.com,(723) 536-1662,San Jose,CA,A,10,Senior,88,48,RE/MAX,CA198396,CREAM Lead Scraper,2026-06-29T06:20:26.812751
CREAM-20260629-0282,Rebecca,Harris,rebecca.harris@sothebysrealty.com,(944) 311-5348,Houston,TX,A,8,Senior,68,20,eXp Realty,TX662877,CREAM Lead Scraper,2026-06-29T06:20:26.814281
CREAM-20260629-0283,Jennifer,Lopez,jennifer.lopez@yahoo.com,(426) 423-1636,Los Angeles,CA,A,2,New,92,6,Sotheby's,CA331549,CREAM Lead Scraper,2026-06-29T06:20:26.814303
CREAM-20260629-0284,Jennifer,Clark,jennifer.clark@gmail.com,(866) 284-1367,Phoenix,AZ,A,1,New,82,14,Keller Williams,AZ844465,CREAM Lead Scraper,2026-06-29T06:20:26.814316
CREAM-20260629-0285,Rebecca,Brown,rebecca.brown@gmail.com,(511) 818-2963,San Jose,CA,A,23,Senior,87,30,Berkshire Hathaway,CA982223,CREAM Lead Scraper,2026-06-29T06:20:26.814328
CREAM-20260629-0286,Nicole,Lee,nicole.lee@gmail.com,(348) 698-2123,Houston,TX,A,16,Senior,95,8,Coldwell Banker,TX936702,CREAM Lead Scraper,2026-06-29T06:20:26.814339
CREAM-20260629-0287,Rebecca,Ramirez,rebecca.ramirez@sothebysrealty.com,(654) 207-8486,San Francisco,CA,A,5,Mid,97,16,Coldwell Banker,CA467767,CREAM Lead Scraper,2026-06-29T06:20:26.814350
CREAM-20260629-0288,Christopher,Lee,christopher.lee@realtor.com,(384) 671-2779,Houston,TX,A,13,Senior,73,46,RE/MAX,TX887853,CREAM Lead Scraper,2026-06-29T06:20:26.814363
CREAM-20260629-0289,James,Wilson,james.wilson@realtor.com,(618) 699-7200,San Francisco,CA,A,13,Senior,69,31,Compass,CA827976,CREAM Lead Scraper,2026-06-29T06:20:26.814375
CREAM-20260629-0290,Brandon,Smith,brandon.smith@sothebysrealty.com,(872) 766-5858,San Diego,CA,A,9,Senior,94,14,Independent,CA878437,CREAM Lead Scraper,2026-06-29T06:20:26.814387
CREAM-20260629-0291,Rebecca,Robinson,rebecca.robinson@sothebysrealty.com,(221) 510-9513,Austin,TX,A,7,Senior,93,31,eXp Realty,TX870034,CREAM Lead Scraper,2026-06-29T06:20:26.814399
CREAM-20260629-0292,Emily,Sanchez,emily.sanchez@sothebysrealty.com,(269) 293-9801,San Jose,CA,A,17,Senior,90,17,Coldwell Banker,CA815550,CREAM Lead Scraper,2026-06-29T06:20:26.814417
CREAM-20260629-0293,Jessica,Clark,jessica.clark@yahoo.com,(289) 818-5501,San Jose,CA,A,3,Mid,95,16,Compass,CA566168,CREAM Lead Scraper,2026-06-29T06:20:26.814431
CREAM-20260629-0294,Stephanie,Lee,stephanie.lee@sothebysrealty.com,(581) 946-8090,Dallas,TX,A,6,Senior,70,36,Sotheby's,TX702673,CREAM Lead Scraper,2026-06-29T06:20:26.814447
CREAM-20260629-0295,Joshua,Thompson,joshua.thompson@realty.com,(939) 806-6686,Boston,MA,A,0,New,77,10,Coldwell Banker,MA474721,CREAM Lead Scraper,2026-06-29T06:20:26.814460
CREAM-20260629-0296,Jennifer,Williams,jennifer.williams@gmail.com,(819) 373-1840,Phoenix,AZ,A,12,Senior,93,31,Independent,AZ188119,CREAM Lead Scraper,2026-06-29T06:20:26.814472
CREAM-20260629-0297,Rebecca,Thomas,rebecca.thomas@sothebysrealty.com,(805) 993-5191,Los Angeles,CA,A,7,Senior,95,34,RE/MAX,CA663225,CREAM Lead Scraper,2026-06-29T06:20:26.814484
CREAM-20260629-0298,Laura,Rodriguez,laura.rodriguez@realtor.com,(794) 590-7128,Houston,TX,A,0,New,92,19,Berkshire Hathaway,TX472485,CREAM Lead Scraper,2026-06-29T06:20:26.814496
CREAM-20260629-0299,Nicole,Robinson,nicole.robinson@realty.com,(895) 731-9576,Denver,CO,A,21,Senior,92,32,Coldwell Banker,CO434047,CREAM Lead Scraper,2026-06-29T06:20:26.814509
CREAM-20260629-0300,Daniel,Jackson,daniel.jackson@gmail.com,(476) 537-5811,Denver,CO,A,9,Senior,76,26,Keller Williams,CO748809,CREAM Lead Scraper,2026-06-29T06:20:26.814520
CREAM-20260629-0301,Robert,Miller,robert.miller@yahoo.com,(279) 290-8759,Houston,TX,A,1,New,70,18,RE/MAX,TX676120,CREAM Lead Scraper,2026-06-29T06:20:26.814532
CREAM-20260629-0302,Amanda,Robinson,amanda.robinson@realtor.com,(864) 502-5878,Chicago,IL,A,14,Senior,78,18,Sotheby's,IL757491,CREAM Lead Scraper,2026-06-29T06:20:26.814549
CREAM-20260629-0303,Sarah,White,sarah.white@realtor.com,(815) 476-7397,Houston,TX,A,12,Senior,99,26,eXp Realty,TX184286,CREAM Lead Scraper,2026-06-29T06:20:26.814566
CREAM-20260629-0304,Justin,Jones,justin.jones@gmail.com,(237) 204-5936,Phoenix,AZ,A,13,Senior,66,20,RE/MAX,AZ513231,CREAM Lead Scraper,2026-06-29T06:20:26.814598
CREAM-20260629-0305,Stephanie,Rodriguez,stephanie.rodriguez@yahoo.com,(427) 206-2975,San Diego,CA,A,16,Senior,95,46,Coldwell Banker,CA493628,CREAM Lead Scraper,2026-06-29T06:20:26.814612
CREAM-20260629-0306,Melissa,Lopez,melissa.lopez@sothebysrealty.com,(899) 567-9541,Phoenix,AZ,A,18,Senior,69,36,Sotheby's,AZ941316,CREAM Lead Scraper,2026-06-29T06:20:26.814625
CREAM-20260629-0307,Ryan,Smith,ryan.smith@sothebysrealty.com,(924) 899-7798,Chicago,IL,A,4,Mid,78,16,Independent,IL814805,CREAM Lead Scraper,2026-06-29T06:20:26.814642
CREAM-20260629-0308,James,Martinez,james.martinez@gmail.com,(206) 898-1419,New York,NY,A,15,Senior,100,49,Keller Williams,NY850203,CREAM Lead Scraper,2026-06-29T06:20:26.814654
CREAM-20260629-0309,Lisa,Jones,lisa.jones@yahoo.com,(382) 283-6142,Seattle,WA,A,15,Senior,82,46,Coldwell Banker,WA832131,CREAM Lead Scraper,2026-06-29T06:20:26.814666
CREAM-20260629-0310,Justin,Gonzalez,justin.gonzalez@gmail.com,(495) 290-1175,Boston,MA,A,6,Senior,70,26,RE/MAX,MA501226,CREAM Lead Scraper,2026-06-29T06:20:26.814679
CREAM-20260629-0311,Laura,Rodriguez,laura.rodriguez@realty.com,(842) 283-9411,Chicago,IL,A,5,Mid,72,3,Sotheby's,IL574455,CREAM Lead Scraper,2026-06-29T06:20:26.814690
CREAM-20260629-0312,Michelle,Martin,michelle.martin@sothebysrealty.com,(291) 956-5570,Houston,TX,A,10,Senior,95,47,Compass,TX974372,CREAM Lead Scraper,2026-06-29T06:20:26.814711
CREAM-20260629-0313,Melissa,Johnson,melissa.johnson@realtor.com,(912) 627-8067,Houston,TX,A,5,Mid,89,14,Sotheby's,TX774155,CREAM Lead Scraper,2026-06-29T06:20:26.814724
CREAM-20260629-0314,John,Anderson,john.anderson@sothebysrealty.com,(511) 323-5813,San Diego,CA,A,8,Senior,98,37,Independent,CA745797,CREAM Lead Scraper,2026-06-29T06:20:26.814736
CREAM-20260629-0315,Ryan,Lopez,ryan.lopez@sothebysrealty.com,(954) 648-2467,San Diego,CA,A,12,Senior,61,48,Coldwell Banker,CA649529,CREAM Lead Scraper,2026-06-29T06:20:26.814749
CREAM-20260629-0316,Melissa,Lee,melissa.lee@realty.com,(806) 543-3741,Los Angeles,CA,A,15,Senior,70,23,Sotheby's,CA354472,CREAM Lead Scraper,2026-06-29T06:20:26.814761
CREAM-20260629-0317,Rebecca,Moore,rebecca.moore@realtor.com,(944) 716-6464,Washington,DC,A,18,Senior,76,38,Independent,DC272132,CREAM Lead Scraper,2026-06-29T06:20:26.814773
CREAM-20260629-0318,Andrew,White,andrew.white@sothebysrealty.com,(636) 617-6976,Seattle,WA,A,13,Senior,75,10,eXp Realty,WA380628,CREAM Lead Scraper,2026-06-29T06:20:26.814784
CREAM-20260629-0319,Stephanie,Miller,stephanie.miller@gmail.com,(506) 553-6491,San Diego,CA,A,9,Senior,79,19,eXp Realty,CA541816,CREAM Lead Scraper,2026-06-29T06:20:26.814799
CREAM-20260629-0320,David,Martin,david.martin@yahoo.com,(687) 935-3913,Chicago,IL,A,14,Senior,76,11,Independent,IL767191,CREAM Lead Scraper,2026-06-29T06:20:26.814811
CREAM-20260629-0321,Lauren,Perez,lauren.perez@sothebysrealty.com,(963) 338-7402,San Jose,CA,A,20,Senior,96,19,Independent,CA360246,CREAM Lead Scraper,2026-06-29T06:20:26.814823
CREAM-20260629-0322,Christopher,Lopez,christopher.lopez@realtor.com,(895) 387-7216,San Diego,CA,A,21,Senior,85,46,RE/MAX,CA979382,CREAM Lead Scraper,2026-06-29T06:20:26.814839
CREAM-20260629-0323,Brandon,White,brandon.white@sothebysrealty.com,(875) 318-7491,Houston,TX,A,10,Senior,60,27,Berkshire Hathaway,TX654916,CREAM Lead Scraper,2026-06-29T06:20:26.814852
CREAM-20260629-0324,Christopher,Davis,christopher.davis@yahoo.com,(455) 205-9205,Washington,DC,A,25,Senior,63,41,eXp Realty,DC867661,CREAM Lead Scraper,2026-06-29T06:20:26.814864
CREAM-20260629-0325,Nicole,Gonzalez,nicole.gonzalez@realtor.com,(438) 322-3797,San Jose,CA,A,7,Senior,89,15,RE/MAX,CA541888,CREAM Lead Scraper,2026-06-29T06:20:26.814877
CREAM-20260629-0326,Joshua,White,joshua.white@gmail.com,(466) 240-1772,San Diego,CA,A,3,Mid,87,10,Keller Williams,CA642465,CREAM Lead Scraper,2026-06-29T06:20:26.814889
CREAM-20260629-0327,Sarah,Jackson,sarah.jackson@yahoo.com,(541) 468-7506,Boston,MA,A,3,Mid,89,6,Coldwell Banker,MA360460,CREAM Lead Scraper,2026-06-29T06:20:26.814901
CREAM-20260629-0328,Lisa,Lopez,lisa.lopez@gmail.com,(677) 720-8733,New York,NY,A,20,Senior,96,19,eXp Realty,NY424137,CREAM Lead Scraper,2026-06-29T06:20:26.814913
CREAM-20260629-0329,Andrew,Lee,andrew.lee@realty.com,(288) 686-8451,San Diego,CA,A,9,Senior,66,43,Coldwell Banker,CA995112,CREAM Lead Scraper,2026-06-29T06:20:26.814924
CREAM-20260629-0330,Lauren,White,lauren.white@sothebysrealty.com,(262) 880-8521,Los Angeles,CA,A,3,Mid,73,4,Sotheby's,CA691746,CREAM Lead Scraper,2026-06-29T06:20:26.814936
CREAM-20260629-0331,Brandon,Ramirez,brandon.ramirez@yahoo.com,(630) 211-5495,New York,NY,A,13,Senior,81,37,RE/MAX,NY922157,CREAM Lead Scraper,2026-06-29T06:20:26.814948
CREAM-20260629-0332,Michael,Gonzalez,michael.gonzalez@yahoo.com,(466) 984-9102,New York,NY,A,14,Senior,79,49,Independent,NY351050,CREAM Lead Scraper,2026-06-29T06:20:26.814968
CREAM-20260629-0333,Brandon,Rodriguez,brandon.rodriguez@yahoo.com,(438) 277-3070,Phoenix,AZ,A,15,Senior,70,28,eXp Realty,AZ872647,CREAM Lead Scraper,2026-06-29T06:20:26.814985
CREAM-20260629-0334,Jennifer,Garcia,jennifer.garcia@realty.com,(514) 646-2734,Chicago,IL,A,18,Senior,79,20,Coldwell Banker,IL654782,CREAM Lead Scraper,2026-06-29T06:20:26.814996
CREAM-20260629-0335,Joshua,Lopez,joshua.lopez@gmail.com,(806) 824-6462,Boston,MA,A,8,Senior,97,46,Coldwell Banker,MA878051,CREAM Lead Scraper,2026-06-29T06:20:26.815007
CREAM-20260629-0336,Laura,Brown,laura.brown@realtor.com,(563) 571-1855,San Diego,CA,A,6,Senior,78,36,Independent,CA940675,CREAM Lead Scraper,2026-06-29T06:20:26.815019
CREAM-20260629-0337,James,Ramirez,james.ramirez@gmail.com,(243) 960-3278,Chicago,IL,A,25,Senior,72,23,RE/MAX,IL935654,CREAM Lead Scraper,2026-06-29T06:20:26.815032
CREAM-20260629-0338,Michael,Thompson,michael.thompson@realty.com,(675) 546-6815,Dallas,TX,A,25,Senior,100,24,Compass,TX807093,CREAM Lead Scraper,2026-06-29T06:20:26.815044
CREAM-20260629-0339,Kevin,Smith,kevin.smith@gmail.com,(724) 458-1548,San Jose,CA,A,9,Senior,66,34,Berkshire Hathaway,CA767680,CREAM Lead Scraper,2026-06-29T06:20:26.815056
CREAM-20260629-0340,David,Rodriguez,david.rodriguez@realtor.com,(641) 936-3165,San Jose,CA,A,20,Senior,99,6,Keller Williams,CA374363,CREAM Lead Scraper,2026-06-29T06:20:26.815068
CREAM-20260629-0341,David,Jones,david.jones@realtor.com,(399) 801-5973,Seattle,WA,A,19,Senior,74,34,Compass,WA975371,CREAM Lead Scraper,2026-06-29T06:20:26.815080
CREAM-20260629-0342,Joshua,Smith,joshua.smith@yahoo.com,(441) 824-1568,Houston,TX,A,2,New,61,16,Compass,TX567839,CREAM Lead Scraper,2026-06-29T06:20:26.815095
CREAM-20260629-0343,Daniel,Davis,daniel.davis@realty.com,(903) 574-2332,Washington,DC,A,20,Senior,62,16,Keller Williams,DC745122,CREAM Lead Scraper,2026-06-29T06:20:26.815106
CREAM-20260629-0344,Robert,Lopez,robert.lopez@sothebysrealty.com,(753) 228-5991,Washington,DC,A,24,Senior,60,46,Berkshire Hathaway,DC907181,CREAM Lead Scraper,2026-06-29T06:20:26.815118
CREAM-20260629-0345,Justin,Thomas,justin.thomas@sothebysrealty.com,(631) 390-5735,Washington,DC,A,2,New,86,19,Independent,DC982973,CREAM Lead Scraper,2026-06-29T06:20:26.815133
CREAM-20260629-0346,Nicole,Sanchez,nicole.sanchez@gmail.com,(546) 506-6997,Chicago,IL,A,5,Mid,81,15,RE/MAX,IL558396,CREAM Lead Scraper,2026-06-29T06:20:26.815146
CREAM-20260629-0347,Andrew,Perez,andrew.perez@realty.com,(510) 846-1700,Austin,TX,A,16,Senior,90,15,Berkshire Hathaway,TX741993,CREAM Lead Scraper,2026-06-29T06:20:26.815157
CREAM-20260629-0348,Lauren,Lopez,lauren.lopez@yahoo.com,(625) 904-1953,Denver,CO,A,22,Senior,87,26,Keller Williams,CO122514,CREAM Lead Scraper,2026-06-29T06:20:26.815169
CREAM-20260629-0349,Ashley,Johnson,ashley.johnson@gmail.com,(970) 224-7186,San Francisco,CA,A,2,New,81,17,RE/MAX,CA125071,CREAM Lead Scraper,2026-06-29T06:20:26.815181
CREAM-20260629-0350,Melissa,Miller,melissa.miller@sothebysrealty.com,(937) 645-1851,Phoenix,AZ,A,15,Senior,97,47,Independent,AZ245333,CREAM Lead Scraper,2026-06-29T06:20:26.815193
CREAM-20260629-0351,Laura,Smith,laura.smith@realty.com,(329) 843-4598,Houston,TX,A,12,Senior,66,11,Independent,TX899342,CREAM Lead Scraper,2026-06-29T06:20:26.815205
CREAM-20260629-0352,Michael,Harris,michael.harris@realtor.com,(484) 897-1223,Phoenix,AZ,A,22,Senior,89,50,Coldwell Banker,AZ521028,CREAM Lead Scraper,2026-06-29T06:20:26.815220
CREAM-20260629-0353,Rachel,Moore,rachel.moore@realty.com,(522) 367-7673,Denver,CO,A,18,Senior,78,37,Berkshire Hathaway,CO814165,CREAM Lead Scraper,2026-06-29T06:20:26.815232
CREAM-20260629-0354,James,Martinez,james.martinez@realty.com,(867) 901-4473,Chicago,IL,A,9,Senior,75,40,Compass,IL222421,CREAM Lead Scraper,2026-06-29T06:20:26.815244
CREAM-20260629-0355,Rachel,Thompson,rachel.thompson@gmail.com,(960) 619-8095,Austin,TX,A,11,Senior,98,40,Independent,TX138522,CREAM Lead Scraper,2026-06-29T06:20:26.815256
CREAM-20260629-0356,Matthew,Martinez,matthew.martinez@sothebysrealty.com,(223) 821-8973,Los Angeles,CA,A,21,Senior,85,7,eXp Realty,CA606391,CREAM Lead Scraper,2026-06-29T06:20:26.815277
CREAM-20260629-0357,John,Robinson,john.robinson@realty.com,(829) 247-2257,San Jose,CA,A,2,New,81,12,Berkshire Hathaway,CA414930,CREAM Lead Scraper,2026-06-29T06:20:26.815289
CREAM-20260629-0358,John,Jackson,john.jackson@sothebysrealty.com,(514) 321-8701,Phoenix,AZ,A,20,Senior,69,47,Independent,AZ492076,CREAM Lead Scraper,2026-06-29T06:20:26.815300
CREAM-20260629-0359,Ashley,Lopez,ashley.lopez@gmail.com,(924) 546-1117,Austin,TX,A,7,Senior,95,35,Independent,TX868828,CREAM Lead Scraper,2026-06-29T06:20:26.815311
CREAM-20260629-0360,Nicole,Lee,nicole.lee@yahoo.com,(806) 608-1362,Dallas,TX,A,11,Senior,67,11,Sotheby's,TX594016,CREAM Lead Scraper,2026-06-29T06:20:26.815328
CREAM-20260629-0361,John,Lee,john.lee@realty.com,(744) 672-7125,Los Angeles,CA,A,6,Senior,75,32,Coldwell Banker,CA505216,CREAM Lead Scraper,2026-06-29T06:20:26.815340
CREAM-20260629-0362,Joshua,White,joshua.white@gmail.com,(958) 896-8349,Washington,DC,A,17,Senior,65,24,Sotheby's,DC926789,CREAM Lead Scraper,2026-06-29T06:20:26.815356
CREAM-20260629-0363,Jessica,Rodriguez,jessica.rodriguez@realty.com,(524) 741-7371,Houston,TX,A,11,Senior,69,44,Sotheby's,TX600607,CREAM Lead Scraper,2026-06-29T06:20:26.815368
CREAM-20260629-0364,Amanda,Garcia,amanda.garcia@realtor.com,(354) 568-9569,Chicago,IL,A,23,Senior,82,26,Coldwell Banker,IL148542,CREAM Lead Scraper,2026-06-29T06:20:26.815380
CREAM-20260629-0365,Brian,Perez,brian.perez@realtor.com,(757) 572-3180,San Diego,CA,A,7,Senior,91,9,Keller Williams,CA507443,CREAM Lead Scraper,2026-06-29T06:20:26.815391
CREAM-20260629-0366,Amanda,Jones,amanda.jones@sothebysrealty.com,(515) 263-7010,San Francisco,CA,A,2,New,61,16,Berkshire Hathaway,CA192163,CREAM Lead Scraper,2026-06-29T06:20:26.815406
CREAM-20260629-0367,Michelle,Miller,michelle.miller@yahoo.com,(541) 499-2269,San Diego,CA,A,19,Senior,79,22,Keller Williams,CA500497,CREAM Lead Scraper,2026-06-29T06:20:26.815417
CREAM-20260629-0368,Andrew,Hernandez,andrew.hernandez@yahoo.com,(869) 650-4344,Dallas,TX,A,7,Senior,74,43,Independent,TX267807,CREAM Lead Scraper,2026-06-29T06:20:26.815428
CREAM-20260629-0369,Melissa,Clark,melissa.clark@realtor.com,(421) 852-3204,Chicago,IL,A,23,Senior,99,24,Keller Williams,IL849770,CREAM Lead Scraper,2026-06-29T06:20:26.815440
CREAM-20260629-0370,Michelle,Lewis,michelle.lewis@gmail.com,(778) 839-7499,Washington,DC,A,5,Mid,70,7,Independent,DC307198,CREAM Lead Scraper,2026-06-29T06:20:26.815452
CREAM-20260629-0371,Michelle,Martin,michelle.martin@gmail.com,(651) 963-9543,Houston,TX,A,9,Senior,80,50,eXp Realty,TX661357,CREAM Lead Scraper,2026-06-29T06:20:26.815465
CREAM-20260629-0372,Emily,Gonzalez,emily.gonzalez@yahoo.com,(306) 486-3183,Austin,TX,A,1,New,94,14,Sotheby's,TX913355,CREAM Lead Scraper,2026-06-29T06:20:26.815482
CREAM-20260629-0373,Emily,Rodriguez,emily.rodriguez@realty.com,(211) 403-7296,Chicago,IL,A,12,Senior,93,16,Independent,IL122456,CREAM Lead Scraper,2026-06-29T06:20:26.815493
CREAM-20260629-0374,Michael,Lee,michael.lee@realty.com,(386) 443-9702,San Jose,CA,A,4,Mid,84,10,Sotheby's,CA874897,CREAM Lead Scraper,2026-06-29T06:20:26.815508
CREAM-20260629-0375,Emily,Martin,emily.martin@yahoo.com,(243) 352-6642,Houston,TX,A,11,Senior,82,36,Keller Williams,TX581989,CREAM Lead Scraper,2026-06-29T06:20:26.815520
CREAM-20260629-0376,David,Lopez,david.lopez@sothebysrealty.com,(602) 976-9803,Seattle,WA,A,3,Mid,78,12,Sotheby's,WA763450,CREAM Lead Scraper,2026-06-29T06:20:26.815532
CREAM-20260629-0377,Rachel,Robinson,rachel.robinson@gmail.com,(528) 678-7164,Los Angeles,CA,A,19,Senior,73,23,Berkshire Hathaway,CA122806,CREAM Lead Scraper,2026-06-29T06:20:26.815544
CREAM-20260629-0378,Amanda,Garcia,amanda.garcia@realty.com,(360) 511-3080,New York,NY,A,10,Senior,90,20,Keller Williams,NY695222,CREAM Lead Scraper,2026-06-29T06:20:26.815556
CREAM-20260629-0379,David,Thomas,david.thomas@realtor.com,(504) 438-2593,Houston,TX,A,10,Senior,97,44,Sotheby's,TX968496,CREAM Lead Scraper,2026-06-29T06:20:26.815584
CREAM-20260629-0380,Ashley,Hernandez,ashley.hernandez@realtor.com,(557) 565-9377,Chicago,IL,A,8,Senior,64,44,Sotheby's,IL584937,CREAM Lead Scraper,2026-06-29T06:20:26.815597
CREAM-20260629-0381,Michael,Harris,michael.harris@realtor.com,(858) 464-4319,San Diego,CA,A,18,Senior,100,32,Keller Williams,CA198520,CREAM Lead Scraper,2026-06-29T06:20:26.815609
CREAM-20260629-0382,Michelle,Gonzalez,michelle.gonzalez@sothebysrealty.com,(345) 210-5717,Houston,TX,A,10,Senior,82,13,Berkshire Hathaway,TX914559,CREAM Lead Scraper,2026-06-29T06:20:26.815627
CREAM-20260629-0383,Daniel,Perez,daniel.perez@realtor.com,(974) 570-3610,San Jose,CA,A,13,Senior,79,39,Coldwell Banker,CA253177,CREAM Lead Scraper,2026-06-29T06:20:26.815638
CREAM-20260629-0384,David,Robinson,david.robinson@realtor.com,(434) 333-5912,Dallas,TX,A,13,Senior,65,18,Keller Williams,TX832362,CREAM Lead Scraper,2026-06-29T06:20:26.815649
CREAM-20260629-0385,Nicole,Harris,nicole.harris@sothebysrealty.com,(611) 878-7751,Austin,TX,A,17,Senior,67,20,Sotheby's,TX251195,CREAM Lead Scraper,2026-06-29T06:20:26.815660
CREAM-20260629-0386,Sarah,Martinez,sarah.martinez@realtor.com,(475) 970-4354,Washington,DC,A,6,Senior,80,14,Coldwell Banker,DC703155,CREAM Lead Scraper,2026-06-29T06:20:26.815673
CREAM-20260629-0387,Lisa,Garcia,lisa.garcia@realtor.com,(408) 672-3581,Los Angeles,CA,A,12,Senior,91,41,Coldwell Banker,CA715926,CREAM Lead Scraper,2026-06-29T06:20:26.815685
CREAM-20260629-0388,Rebecca,Lee,rebecca.lee@gmail.com,(611) 764-7918,Houston,TX,A,21,Senior,82,26,Coldwell Banker,TX167076,CREAM Lead Scraper,2026-06-29T06:20:26.815705
CREAM-20260629-0389,Joshua,Moore,joshua.moore@gmail.com,(463) 442-4240,Austin,TX,A,18,Senior,93,23,Sotheby's,TX828474,CREAM Lead Scraper,2026-06-29T06:20:26.815717
CREAM-20260629-0390,Brandon,Thomas,brandon.thomas@sothebysrealty.com,(286) 518-6009,San Diego,CA,A,19,Senior,74,23,eXp Realty,CA410523,CREAM Lead Scraper,2026-06-29T06:20:26.815729
CREAM-20260629-0391,Daniel,Jones,daniel.jones@sothebysrealty.com,(939) 318-9191,San Diego,CA,A,0,New,63,4,Coldwell Banker,CA158668,CREAM Lead Scraper,2026-06-29T06:20:26.815740
CREAM-20260629-0392,Justin,Robinson,justin.robinson@realty.com,(408) 924-2014,Dallas,TX,A,13,Senior,76,20,eXp Realty,TX342103,CREAM Lead Scraper,2026-06-29T06:20:26.815755
CREAM-20260629-0393,Melissa,Martin,melissa.martin@sothebysrealty.com,(501) 542-3736,Houston,TX,A,2,New,78,20,Coldwell Banker,TX632425,CREAM Lead Scraper,2026-06-29T06:20:26.815767
CREAM-20260629-0394,Justin,Anderson,justin.anderson@realtor.com,(596) 729-4817,Houston,TX,A,7,Senior,91,34,Keller Williams,TX889593,CREAM Lead Scraper,2026-06-29T06:20:26.815783
CREAM-20260629-0395,Matthew,Smith,matthew.smith@realty.com,(241) 903-2828,Boston,MA,A,18,Senior,67,19,Independent,MA530290,CREAM Lead Scraper,2026-06-29T06:20:26.815795
CREAM-20260629-0396,Nicole,Brown,nicole.brown@realty.com,(234) 425-6061,Los Angeles,CA,A,25,Senior,87,35,Independent,CA971675,CREAM Lead Scraper,2026-06-29T06:20:26.815807
CREAM-20260629-0397,Michael,Ramirez,michael.ramirez@realtor.com,(601) 530-9446,Seattle,WA,A,10,Senior,61,7,Independent,WA784663,CREAM Lead Scraper,2026-06-29T06:20:26.815819
CREAM-20260629-0398,Michelle,Lopez,michelle.lopez@yahoo.com,(498) 290-5162,Boston,MA,A,1,New,83,10,eXp Realty,MA775208,CREAM Lead Scraper,2026-06-29T06:20:26.815830
