id,name,email,phone,brokerage,city,state,zip,years_experience,transaction_volume,cream_fit_score,priority,lead_source,generated_date
CREAM-20260608-0331,Elizabeth Garcia,elizabeth.garcia@email.com,(275)-306-1944,Realty One Group,Milwaukee,WI,59435,9,51-100,79,B,Daily Scraper,2026-06-08
CREAM-20260608-0332,Ashley Martinez,ashley.martinez@email.com,(799)-440-3392,Redfin,Albuquerque,NM,25002,20,26-50,75,B,Daily Scraper,2026-06-08
CREAM-20260608-0333,Mark Harris,mark.harris@email.com,(201)-705-7961, ERA Real Estate,Fort Wayne,IN,20967,4,11-25,73,C,Daily Scraper,2026-06-08
CREAM-20260608-0334,Christopher Jones,christopher.jones@email.com,(923)-445-7206,Re/Max,Irving,TX,45511,9,100+,70,C,Daily Scraper,2026-06-08
CREAM-20260608-0335,William Perez,william.perez@email.com,(781)-176-4184,Berkshire Hathaway,Jacksonville,FL,31376,15,1-10,92,A,Daily Scraper,2026-06-08
CREAM-20260608-0336,Elizabeth Robinson,elizabeth.robinson@email.com,(412)-769-6653,eXp Realty,Kansas City,MO,33031,10,11-25,67,B,Daily Scraper,2026-06-08
CREAM-20260608-0337,Sarah Miller,sarah.miller@email.com,(597)-956-5484,Compass,San Jose,CA,12930,12,1-10,60,A,Daily Scraper,2026-06-08
CREAM-20260608-0338,Patricia Anderson,patricia.anderson@email.com,(745)-941-9222,Coldwell Banker,Albuquerque,NM,55376,4,100+,72,B,Daily Scraper,2026-06-08
CREAM-20260608-0339,Charles Jackson,charles.jackson@email.com,(852)-830-1935,Compass,St. Louis,MO,56620,16,11-25,65,C,Daily Scraper,2026-06-08
CREAM-20260608-0340,John Jackson,john.jackson@email.com,(412)-796-7236,eXp Realty,Cincinnati,OH,99280,22,51-100,87,C,Daily Scraper,2026-06-08
CREAM-20260608-0341,Anthony Ramirez,anthony.ramirez@email.com,(772)-974-6766,Realty One Group,Stockton,CA,54092,22,51-100,60,C,Daily Scraper,2026-06-08
CREAM-20260608-0342,Anthony Lee,anthony.lee@email.com,(474)-762-6563, ERA Real Estate,Washington,DC,95567,6,100+,71,A,Daily Scraper,2026-06-08
CREAM-20260608-0343,Robert Davis,robert.davis@email.com,(845)-226-8409,Redfin,Nashville,TN,13343,2,51-100,87,A,Daily Scraper,2026-06-08
CREAM-20260608-0344,Margaret Perez,margaret.perez@email.com,(409)-806-1055,HomeSmart,Arlington,TX,21362,18,100+,82,B,Daily Scraper,2026-06-08
CREAM-20260608-0345,Mark Sanchez,mark.sanchez@email.com,(413)-127-3364,eXp Realty,Irving,TX,28130,6,11-25,66,C,Daily Scraper,2026-06-08
CREAM-20260608-0346,Jennifer Lee,jennifer.lee@email.com,(982)-700-6216,Realty One Group,Corpus Christi,TX,67323,13,11-25,100,C,Daily Scraper,2026-06-08
CREAM-20260608-0347,Donald Robinson,donald.robinson@email.com,(518)-639-8708,Re/Max,Philadelphia,PA,97588,5,51-100,70,A,Daily Scraper,2026-06-08
CREAM-20260608-0348,Patricia Taylor,patricia.taylor@email.com,(913)-587-7033, ERA Real Estate,Milwaukee,WI,20660,23,26-50,73,B,Daily Scraper,2026-06-08
CREAM-20260608-0349,Susan Harris,susan.harris@email.com,(631)-409-6941,HomeSmart,Scottsdale,AZ,80883,8,51-100,74,C,Daily Scraper,2026-06-08
CREAM-20260608-0350,Robert Walker,robert.walker@email.com,(802)-755-7991,Redfin,Wichita,KS,23218,1,51-100,64,B,Daily Scraper,2026-06-08
CREAM-20260608-0351,Elizabeth White,elizabeth.white@email.com,(264)-721-5688,Compass,Newark,NJ,95206,1,1-10,96,C,Daily Scraper,2026-06-08
CREAM-20260608-0352,Thomas Robinson,thomas.robinson@email.com,(827)-228-4286,Redfin,San Diego,CA,97697,17,51-100,86,A,Daily Scraper,2026-06-08
CREAM-20260608-0353,Barbara Lewis,barbara.lewis@email.com,(461)-192-6616, ERA Real Estate,Riverside,CA,61081,5,26-50,74,C,Daily Scraper,2026-06-08
CREAM-20260608-0354,Robert Jones,robert.jones@email.com,(715)-385-8981,Compass,Indianapolis,IN,36443,12,11-25,78,A,Daily Scraper,2026-06-08
CREAM-20260608-0355,Sarah Thompson,sarah.thompson@email.com,(844)-580-1046,Sotheby's International,Reno,NV,52252,20,51-100,75,C,Daily Scraper,2026-06-08
CREAM-20260608-0356,Betty Lopez,betty.lopez@email.com,(658)-856-4181,Berkshire Hathaway,Durham,NC,85781,6,100+,68,C,Daily Scraper,2026-06-08
CREAM-20260608-0357,Sandra Clark,sandra.clark@email.com,(566)-705-1139,Re/Max,Houston,TX,90850,0,100+,74,A,Daily Scraper,2026-06-08
CREAM-20260608-0358,Betty Lewis,betty.lewis@email.com,(387)-533-6905,Century 21,Columbus,OH,10321,6,11-25,81,A,Daily Scraper,2026-06-08
CREAM-20260608-0359,Mary Robinson,mary.robinson@email.com,(706)-121-4874,HomeSmart,Lexington,KY,14754,20,100+,60,C,Daily Scraper,2026-06-08
CREAM-20260608-0360,Elizabeth Clark,elizabeth.clark@email.com,(748)-512-4222,Coldwell Banker,Tucson,AZ,63163,12,11-25,63,B,Daily Scraper,2026-06-08
CREAM-20260608-0361,Barbara Moore,barbara.moore@email.com,(672)-989-5948,Sotheby's International,Newark,NJ,57617,22,51-100,60,C,Daily Scraper,2026-06-08
CREAM-20260608-0362,Sarah Williams,sarah.williams@email.com,(557)-441-7468,HomeSmart,Memphis,TN,61017,22,26-50,86,A,Daily Scraper,2026-06-08
CREAM-20260608-0363,Anthony Thompson,anthony.thompson@email.com,(932)-516-4100,Compass,Columbus,OH,80845,2,1-10,99,A,Daily Scraper,2026-06-08
CREAM-20260608-0364,Sarah Davis,sarah.davis@email.com,(509)-855-1736,Sotheby's International,Toledo,OH,93136,6,1-10,81,C,Daily Scraper,2026-06-08
CREAM-20260608-0365,Sarah White,sarah.white@email.com,(532)-391-1511, ERA Real Estate,Fresno,CA,56096,22,26-50,78,B,Daily Scraper,2026-06-08
CREAM-20260608-0366,Barbara Martinez,barbara.martinez@email.com,(429)-614-1969,Century 21,Corpus Christi,TX,60428,23,1-10,95,C,Daily Scraper,2026-06-08
CREAM-20260608-0367,Lisa Hernandez,lisa.hernandez@email.com,(357)-343-6164,eXp Realty,Nashville,TN,54329,2,1-10,79,A,Daily Scraper,2026-06-08
CREAM-20260608-0368,Mary Lopez,mary.lopez@email.com,(361)-928-6092,Exit Realty,San Francisco,CA,49929,15,100+,97,A,Daily Scraper,2026-06-08
CREAM-20260608-0369,Patricia Wilson,patricia.wilson@email.com,(384)-660-2121,Coldwell Banker,Austin,TX,35892,10,100+,96,A,Daily Scraper,2026-06-08
CREAM-20260608-0370,Nancy Wilson,nancy.wilson@email.com,(242)-353-3232,Redfin,Colorado Springs,CO,68452,21,26-50,75,B,Daily Scraper,2026-06-08
CREAM-20260608-0371,Mark Garcia,mark.garcia@email.com,(980)-705-2746,Redfin,Washington,DC,45885,0,100+,94,A,Daily Scraper,2026-06-08
CREAM-20260608-0372,Joseph Jones,joseph.jones@email.com,(494)-353-2644,Compass,San Diego,CA,15282,24,1-10,98,A,Daily Scraper,2026-06-08
CREAM-20260608-0373,Sandra Anderson,sandra.anderson@email.com,(334)-475-2629,Exit Realty,Kansas City,MO,24993,11,1-10,77,B,Daily Scraper,2026-06-08
CREAM-20260608-0374,Thomas Sanchez,thomas.sanchez@email.com,(866)-142-1824,eXp Realty,Glendale,AZ,81867,0,51-100,79,C,Daily Scraper,2026-06-08
CREAM-20260608-0375,Charles Walker,charles.walker@email.com,(654)-864-4568,Compass,Richmond,VA,82769,9,51-100,67,C,Daily Scraper,2026-06-08
CREAM-20260608-0376,Karen Hernandez,karen.hernandez@email.com,(574)-795-4454,Keller Williams,Detroit,MI,88463,17,26-50,100,A,Daily Scraper,2026-06-08
CREAM-20260608-0377,Sandra Ramirez,sandra.ramirez@email.com,(913)-643-5157,Realty One Group,Oklahoma City,OK,40900,10,11-25,93,A,Daily Scraper,2026-06-08
CREAM-20260608-0378,David Garcia,david.garcia@email.com,(839)-154-5482,Realty One Group,New York,NY,25269,8,51-100,87,A,Daily Scraper,2026-06-08
CREAM-20260608-0379,Susan Davis,susan.davis@email.com,(472)-780-4897,eXp Realty,Madison,WI,47987,9,26-50,65,C,Daily Scraper,2026-06-08
CREAM-20260608-0380,Sandra Williams,sandra.williams@email.com,(572)-102-9165,Coldwell Banker,Raleigh,NC,57782,3,1-10,88,B,Daily Scraper,2026-06-08
CREAM-20260608-0381,Sandra Thompson,sandra.thompson@email.com,(869)-168-8949,Better Homes & Gardens,Austin,TX,54744,21,51-100,99,A,Daily Scraper,2026-06-08
CREAM-20260608-0382,Susan Young,susan.young@email.com,(582)-411-7477,Realty One Group,Fresno,CA,51879,22,1-10,67,B,Daily Scraper,2026-06-08
CREAM-20260608-0383,Jessica Thomas,jessica.thomas@email.com,(588)-910-6742,eXp Realty,Miami,FL,34490,7,26-50,81,B,Daily Scraper,2026-06-08
CREAM-20260608-0384,Christopher White,christopher.white@email.com,(879)-263-5019,Better Homes & Gardens,Nashville,TN,97922,4,100+,72,A,Daily Scraper,2026-06-08
CREAM-20260608-0385,Susan Lewis,susan.lewis@email.com,(260)-921-3600,Sotheby's International,Denver,CO,27086,17,51-100,60,A,Daily Scraper,2026-06-08
CREAM-20260608-0386,Sandra Clark,sandra.clark@email.com,(206)-370-3344,Keller Williams,Boise,ID,52848,17,11-25,96,C,Daily Scraper,2026-06-08
CREAM-20260608-0387,Robert Perez,robert.perez@email.com,(913)-143-1995,Berkshire Hathaway,Chicago,IL,76172,5,51-100,73,A,Daily Scraper,2026-06-08
CREAM-20260608-0388,Robert Wilson,robert.wilson@email.com,(493)-165-7028,Exit Realty,Wichita,KS,78422,11,26-50,91,B,Daily Scraper,2026-06-08
CREAM-20260608-0389,Robert Lopez,robert.lopez@email.com,(420)-653-9503,Realty One Group,San Jose,CA,89655,14,1-10,71,A,Daily Scraper,2026-06-08
CREAM-20260608-0390,Nancy Martinez,nancy.martinez@email.com,(681)-720-8577,eXp Realty,Milwaukee,WI,79382,6,51-100,67,B,Daily Scraper,2026-06-08
CREAM-20260608-0391,Susan Robinson,susan.robinson@email.com,(342)-187-7989,Exit Realty,Chandler,AZ,30088,10,26-50,74,C,Daily Scraper,2026-06-08
CREAM-20260608-0392,William Thompson,william.thompson@email.com,(508)-775-7999,Sotheby's International,Seattle,WA,18051,7,1-10,88,A,Daily Scraper,2026-06-08
CREAM-20260608-0393,Michael Smith,michael.smith@email.com,(608)-834-2917,Berkshire Hathaway,Colorado Springs,CO,84321,11,51-100,65,B,Daily Scraper,2026-06-08
CREAM-20260608-0394,Nancy Young,nancy.young@email.com,(406)-561-2391,eXp Realty,Riverside,CA,85904,18,1-10,96,C,Daily Scraper,2026-06-08
CREAM-20260608-0395,Linda Lewis,linda.lewis@email.com,(973)-554-1618,Better Homes & Gardens,Chicago,IL,38551,10,11-25,61,A,Daily Scraper,2026-06-08
CREAM-20260608-0396,William Moore,william.moore@email.com,(760)-327-1368,eXp Realty,Durham,NC,94246,18,1-10,95,C,Daily Scraper,2026-06-08
CREAM-20260608-0397,Charles Davis,charles.davis@email.com,(692)-481-6109,HomeSmart,Boston,MA,32502,19,11-25,68,A,Daily Scraper,2026-06-08
CREAM-20260608-0398,Barbara Hernandez,barbara.hernandez@email.com,(772)-734-2246,Compass,San Antonio,TX,67413,13,1-10,96,A,Daily Scraper,2026-06-08
CREAM-20260608-0399,Lisa Clark,lisa.clark@email.com,(519)-930-4158,Sotheby's International,San Jose,CA,29386,11,51-100,72,A,Daily Scraper,2026-06-08
CREAM-20260608-0400,Mary Smith,mary.smith@email.com,(263)-274-6399,Coldwell Banker,Buffalo,NY,50183,17,11-25,92,C,Daily Scraper,2026-06-08
CREAM-20260608-0401,Susan Walker,susan.walker@email.com,(851)-205-7787,Berkshire Hathaway,Richmond,VA,95898,20,51-100,78,C,Daily Scraper,2026-06-08
CREAM-20260608-0402,Mary Anderson,mary.anderson@email.com,(517)-208-2896,Redfin,Wichita,KS,27751,18,11-25,92,B,Daily Scraper,2026-06-08
CREAM-20260608-0403,Susan Gonzalez,susan.gonzalez@email.com,(799)-959-8461,Coldwell Banker,Dallas,TX,75006,18,11-25,99,A,Daily Scraper,2026-06-08
CREAM-20260608-0404,Mark Wilson,mark.wilson@email.com,(600)-619-2571,Redfin,Chula Vista,CA,55945,9,26-50,84,C,Daily Scraper,2026-06-08
CREAM-20260608-0405,Betty Wilson,betty.wilson@email.com,(561)-187-6150, ERA Real Estate,Seattle,WA,79779,14,11-25,88,A,Daily Scraper,2026-06-08
CREAM-20260608-0406,Barbara Hernandez,barbara.hernandez@email.com,(228)-625-3066,Keller Williams,Houston,TX,79161,8,1-10,76,A,Daily Scraper,2026-06-08
CREAM-20260608-0407,Susan Rodriguez,susan.rodriguez@email.com,(655)-350-5775,Redfin,Austin,TX,35245,17,11-25,66,A,Daily Scraper,2026-06-08
CREAM-20260608-0408,Jennifer Garcia,jennifer.garcia@email.com,(822)-259-7085,Berkshire Hathaway,Indianapolis,IN,92235,25,100+,92,A,Daily Scraper,2026-06-08
CREAM-20260608-0409,Jessica Ramirez,jessica.ramirez@email.com,(442)-419-7452,HomeSmart,Lexington,KY,75866,6,1-10,100,C,Daily Scraper,2026-06-08
CREAM-20260608-0410,Charles Lewis,charles.lewis@email.com,(205)-450-3118,Sotheby's International,Los Angeles,CA,26545,24,1-10,75,A,Daily Scraper,2026-06-08
CREAM-20260608-0411,Margaret Anderson,margaret.anderson@email.com,(591)-408-3643,Exit Realty,Pittsburgh,PA,65372,1,26-50,78,C,Daily Scraper,2026-06-08
CREAM-20260608-0412,Joseph Thomas,joseph.thomas@email.com,(958)-565-8990, ERA Real Estate,Fort Worth,TX,93162,22,1-10,79,A,Daily Scraper,2026-06-08
CREAM-20260608-0413,Joseph Thompson,joseph.thompson@email.com,(701)-113-1299,HomeSmart,Madison,WI,17330,23,11-25,100,C,Daily Scraper,2026-06-08
CREAM-20260608-0414,Joseph Williams,joseph.williams@email.com,(641)-773-2063,Compass,San Jose,CA,27795,7,51-100,91,A,Daily Scraper,2026-06-08
CREAM-20260608-0415,Betty Martinez,betty.martinez@email.com,(502)-526-1440,Compass,Scottsdale,AZ,22041,11,11-25,100,C,Daily Scraper,2026-06-08
CREAM-20260608-0416,Donald Jones,donald.jones@email.com,(302)-973-2674,Coldwell Banker,Tucson,AZ,45768,8,1-10,96,B,Daily Scraper,2026-06-08
CREAM-20260608-0417,Thomas Ramirez,thomas.ramirez@email.com,(796)-277-8044,Compass,Detroit,MI,21050,17,11-25,82,A,Daily Scraper,2026-06-08
CREAM-20260608-0418,Betty Miller,betty.miller@email.com,(376)-529-3994,Redfin,Tulsa,OK,25963,15,100+,78,B,Daily Scraper,2026-06-08
CREAM-20260608-0419,Betty Jackson,betty.jackson@email.com,(569)-163-5829,Realty One Group,Miami,FL,89565,4,100+,69,B,Daily Scraper,2026-06-08
CREAM-20260608-0420,John Ramirez,john.ramirez@email.com,(399)-802-3223, ERA Real Estate,Oklahoma City,OK,76526,7,100+,60,A,Daily Scraper,2026-06-08
CREAM-20260608-0421,Mary Thompson,mary.thompson@email.com,(249)-567-2538,Re/Max,Oklahoma City,OK,53925,5,1-10,100,A,Daily Scraper,2026-06-08
CREAM-20260608-0422,Nancy Young,nancy.young@email.com,(827)-929-9899,Redfin,Las Vegas,NV,57212,9,100+,84,A,Daily Scraper,2026-06-08
CREAM-20260608-0423,Robert Clark,robert.clark@email.com,(718)-989-4654,Berkshire Hathaway,Laredo,TX,76434,5,1-10,86,C,Daily Scraper,2026-06-08
CREAM-20260608-0424,Robert Rodriguez,robert.rodriguez@email.com,(927)-746-6926,Century 21,Houston,TX,62985,23,26-50,73,A,Daily Scraper,2026-06-08
CREAM-20260608-0425,Lisa Anderson,lisa.anderson@email.com,(862)-140-6610,Sotheby's International,Nashville,TN,13631,23,11-25,78,A,Daily Scraper,2026-06-08
CREAM-20260608-0426,David Rodriguez,david.rodriguez@email.com,(291)-496-2427,Sotheby's International,Laredo,TX,75897,19,1-10,73,C,Daily Scraper,2026-06-08
CREAM-20260608-0427,Elizabeth Walker,elizabeth.walker@email.com,(512)-826-5176,Keller Williams,Philadelphia,PA,44128,15,11-25,65,A,Daily Scraper,2026-06-08
CREAM-20260608-0428,Matthew Lopez,matthew.lopez@email.com,(906)-321-1477,Compass,Dallas,TX,81281,2,100+,74,A,Daily Scraper,2026-06-08
CREAM-20260608-0429,Margaret Lewis,margaret.lewis@email.com,(918)-835-2346,Exit Realty,Louisville,KY,51287,3,1-10,100,B,Daily Scraper,2026-06-08
CREAM-20260608-0430,Linda Perez,linda.perez@email.com,(337)-547-2690,Sotheby's International,Lexington,KY,13787,13,11-25,79,C,Daily Scraper,2026-06-08
CREAM-20260608-0431,Michael Clark,michael.clark@email.com,(721)-513-4380,HomeSmart,Albuquerque,NM,63985,0,100+,86,B,Daily Scraper,2026-06-08
CREAM-20260608-0432,Margaret Robinson,margaret.robinson@email.com,(333)-540-4382,Berkshire Hathaway,Nashville,TN,65211,18,100+,90,A,Daily Scraper,2026-06-08
CREAM-20260608-0433,Ashley Jones,ashley.jones@email.com,(729)-536-8750,HomeSmart,Lubbock,TX,80218,18,51-100,85,C,Daily Scraper,2026-06-08
CREAM-20260608-0434,Karen Jackson,karen.jackson@email.com,(639)-437-1975,Sotheby's International,Denver,CO,15714,23,100+,86,A,Daily Scraper,2026-06-08
CREAM-20260608-0435,Mary Jones,mary.jones@email.com,(441)-368-7284,Coldwell Banker,Durham,NC,71487,15,26-50,79,C,Daily Scraper,2026-06-08
CREAM-20260608-0436,Christopher Harris,christopher.harris@email.com,(385)-663-1933,Better Homes & Gardens,Cincinnati,OH,39680,15,100+,87,C,Daily Scraper,2026-06-08
CREAM-20260608-0437,Jessica Miller,jessica.miller@email.com,(947)-865-8076,Better Homes & Gardens,Cleveland,OH,85649,15,26-50,88,B,Daily Scraper,2026-06-08
CREAM-20260608-0438,Sandra Wilson,sandra.wilson@email.com,(428)-198-7479,Keller Williams,Los Angeles,CA,11423,17,26-50,70,A,Daily Scraper,2026-06-08
CREAM-20260608-0439,Robert Martin,robert.martin@email.com,(530)-866-3844,Re/Max,Oakland,CA,86744,15,26-50,66,B,Daily Scraper,2026-06-08
CREAM-20260608-0440,Robert Robinson,robert.robinson@email.com,(337)-597-2253, ERA Real Estate,Jacksonville,FL,74772,0,1-10,93,A,Daily Scraper,2026-06-08
CREAM-20260608-0441,Sarah Davis,sarah.davis@email.com,(425)-632-5893, ERA Real Estate,Tucson,AZ,94547,12,100+,87,B,Daily Scraper,2026-06-08
CREAM-20260608-0442,Patricia Wilson,patricia.wilson@email.com,(445)-280-4465,Exit Realty,Arlington,TX,48193,23,26-50,64,B,Daily Scraper,2026-06-08
CREAM-20260608-0443,William Garcia,william.garcia@email.com,(578)-513-2588,Sotheby's International,Stockton,CA,39673,12,26-50,70,C,Daily Scraper,2026-06-08
CREAM-20260608-0444,Charles White,charles.white@email.com,(730)-617-7046,Keller Williams,Cleveland,OH,85819,1,1-10,67,B,Daily Scraper,2026-06-08
CREAM-20260608-0445,Sarah Young,sarah.young@email.com,(720)-150-2297,Century 21,St. Paul,MN,42250,12,51-100,62,C,Daily Scraper,2026-06-08
CREAM-20260608-0446,John Martin,john.martin@email.com,(885)-636-2314,Better Homes & Gardens,Washington,DC,22818,0,1-10,79,A,Daily Scraper,2026-06-08
CREAM-20260608-0447,Nancy Robinson,nancy.robinson@email.com,(677)-385-6891,Keller Williams,Boston,MA,28658,22,100+,85,A,Daily Scraper,2026-06-08
CREAM-20260608-0448,Elizabeth Martin,elizabeth.martin@email.com,(379)-693-9348,Re/Max,Philadelphia,PA,30360,23,11-25,77,A,Daily Scraper,2026-06-08
CREAM-20260608-0449,Richard Hernandez,richard.hernandez@email.com,(872)-963-2944,Re/Max,St. Louis,MO,74300,3,51-100,92,C,Daily Scraper,2026-06-08
CREAM-20260608-0450,Susan Thomas,susan.thomas@email.com,(600)-318-8017,Exit Realty,New York,NY,22468,21,51-100,64,A,Daily Scraper,2026-06-08
CREAM-20260608-0451,Elizabeth Lopez,elizabeth.lopez@email.com,(553)-144-8407,Coldwell Banker,Washington,DC,21301,23,1-10,71,A,Daily Scraper,2026-06-08
CREAM-20260608-0452,Christopher Wilson,christopher.wilson@email.com,(968)-712-2114,Realty One Group,St. Paul,MN,43227,17,51-100,85,C,Daily Scraper,2026-06-08
CREAM-20260608-0453,Donald Davis,donald.davis@email.com,(278)-373-2001,Realty One Group,Richmond,VA,44917,16,11-25,91,C,Daily Scraper,2026-06-08
CREAM-20260608-0454,Margaret Martinez,margaret.martinez@email.com,(739)-860-8355,Redfin,Lexington,KY,34769,14,11-25,83,C,Daily Scraper,2026-06-08
CREAM-20260608-0455,Michael Rodriguez,michael.rodriguez@email.com,(783)-861-2293,eXp Realty,Portland,OR,30213,2,1-10,92,A,Daily Scraper,2026-06-08
CREAM-20260608-0456,Lisa Martin,lisa.martin@email.com,(810)-574-4870,Keller Williams,Glendale,AZ,14500,2,11-25,64,C,Daily Scraper,2026-06-08
CREAM-20260608-0457,Mary Walker,mary.walker@email.com,(283)-239-7509,Compass,Pittsburgh,PA,31165,11,1-10,76,C,Daily Scraper,2026-06-08
CREAM-20260608-0458,Nancy Brown,nancy.brown@email.com,(262)-692-7501,Exit Realty,Durham,NC,14854,2,1-10,74,C,Daily Scraper,2026-06-08
CREAM-20260608-0459,Lisa Martin,lisa.martin@email.com,(841)-431-5776,Exit Realty,Laredo,TX,95860,12,51-100,76,C,Daily Scraper,2026-06-08
CREAM-20260608-0460,Mary Robinson,mary.robinson@email.com,(205)-156-7851, ERA Real Estate,Lexington,KY,49245,15,26-50,93,C,Daily Scraper,2026-06-08
CREAM-20260608-0461,Mark Thompson,mark.thompson@email.com,(459)-887-5112,Redfin,Arlington,TX,57162,12,51-100,100,B,Daily Scraper,2026-06-08
CREAM-20260608-0462,John Clark,john.clark@email.com,(801)-844-9143,Exit Realty,Philadelphia,PA,77087,4,100+,82,A,Daily Scraper,2026-06-08
CREAM-20260608-0463,Jennifer Anderson,jennifer.anderson@email.com,(213)-627-5447,Re/Max,Pittsburgh,PA,24564,1,100+,87,C,Daily Scraper,2026-06-08
CREAM-20260608-0464,Lisa Miller,lisa.miller@email.com,(407)-973-4854,HomeSmart,Boston,MA,28128,22,26-50,82,A,Daily Scraper,2026-06-08
CREAM-20260608-0465,Sandra Young,sandra.young@email.com,(870)-637-3068,Exit Realty,Dallas,TX,12813,13,26-50,72,A,Daily Scraper,2026-06-08
CREAM-20260608-0466,Lisa Walker,lisa.walker@email.com,(226)-831-3388,HomeSmart,Spokane,WA,62881,17,11-25,65,C,Daily Scraper,2026-06-08
CREAM-20260608-0467,Susan Garcia,susan.garcia@email.com,(831)-168-5113,Realty One Group,Oakland,CA,42000,16,11-25,71,B,Daily Scraper,2026-06-08
CREAM-20260608-0468,Sandra Williams,sandra.williams@email.com,(793)-241-2184,Redfin,Madison,WI,59404,15,1-10,98,C,Daily Scraper,2026-06-08
CREAM-20260608-0469,Nancy Thomas,nancy.thomas@email.com,(866)-404-8128,Better Homes & Gardens,Boston,MA,26516,2,26-50,98,A,Daily Scraper,2026-06-08
CREAM-20260608-0470,William Thompson,william.thompson@email.com,(785)-633-2874,eXp Realty,Austin,TX,81014,20,1-10,63,A,Daily Scraper,2026-06-08
CREAM-20260608-0471,Michael Clark,michael.clark@email.com,(371)-427-3960,Better Homes & Gardens,Glendale,AZ,17317,19,51-100,68,C,Daily Scraper,2026-06-08
CREAM-20260608-0472,Nancy Hernandez,nancy.hernandez@email.com,(241)-416-5368,Compass,San Francisco,CA,37235,9,100+,79,A,Daily Scraper,2026-06-08
CREAM-20260608-0473,Christopher Young,christopher.young@email.com,(877)-244-4527,Better Homes & Gardens,Colorado Springs,CO,31310,0,26-50,60,B,Daily Scraper,2026-06-08
CREAM-20260608-0474,Mark Garcia,mark.garcia@email.com,(854)-675-4588,Coldwell Banker,Lubbock,TX,67682,15,100+,80,C,Daily Scraper,2026-06-08
CREAM-20260608-0475,Susan White,susan.white@email.com,(541)-101-5428,Re/Max,Las Vegas,NV,85203,6,1-10,88,A,Daily Scraper,2026-06-08
CREAM-20260608-0476,Sarah Ramirez,sarah.ramirez@email.com,(574)-114-2693,Better Homes & Gardens,Riverside,CA,48450,8,26-50,75,C,Daily Scraper,2026-06-08
CREAM-20260608-0477,Donald Jones,donald.jones@email.com,(382)-813-2324,Compass,Chicago,IL,70662,15,11-25,64,A,Daily Scraper,2026-06-08
CREAM-20260608-0478,John Clark,john.clark@email.com,(778)-283-5785,Coldwell Banker,Kansas City,MO,26514,16,26-50,71,B,Daily Scraper,2026-06-08
CREAM-20260608-0479,Matthew Sanchez,matthew.sanchez@email.com,(495)-301-1705,Coldwell Banker,Pittsburgh,PA,12589,25,51-100,87,C,Daily Scraper,2026-06-08
CREAM-20260608-0480,Thomas Young,thomas.young@email.com,(790)-349-6511,Compass,Washington,DC,35264,24,26-50,77,A,Daily Scraper,2026-06-08
CREAM-20260608-0481,John Walker,john.walker@email.com,(818)-976-1055,Re/Max,Philadelphia,PA,95569,6,51-100,63,A,Daily Scraper,2026-06-08
CREAM-20260608-0482,Michael Garcia,michael.garcia@email.com,(265)-590-9034, ERA Real Estate,Las Vegas,NV,35309,15,11-25,85,A,Daily Scraper,2026-06-08
CREAM-20260608-0483,Jennifer Perez,jennifer.perez@email.com,(408)-893-9120,Century 21,Denver,CO,71433,25,51-100,61,A,Daily Scraper,2026-06-08
CREAM-20260608-0484,Patricia Harris,patricia.harris@email.com,(227)-596-3100,Realty One Group,Wichita,KS,60355,17,100+,68,B,Daily Scraper,2026-06-08
CREAM-20260608-0485,Thomas Rodriguez,thomas.rodriguez@email.com,(320)-521-8652,Century 21,Jacksonville,FL,88037,21,51-100,68,A,Daily Scraper,2026-06-08
CREAM-20260608-0486,Betty Harris,betty.harris@email.com,(208)-353-4457, ERA Real Estate,Chicago,IL,35697,25,1-10,94,A,Daily Scraper,2026-06-08
CREAM-20260608-0487,Susan Clark,susan.clark@email.com,(924)-393-9612,HomeSmart,Portland,OR,42262,19,1-10,87,A,Daily Scraper,2026-06-08
CREAM-20260608-0488,Sarah Wilson,sarah.wilson@email.com,(891)-201-4397,Coldwell Banker,Los Angeles,CA,16120,6,26-50,63,A,Daily Scraper,2026-06-08
CREAM-20260608-0489,Robert Ramirez,robert.ramirez@email.com,(340)-448-2754,Exit Realty,San Jose,CA,28331,20,11-25,76,A,Daily Scraper,2026-06-08
CREAM-20260608-0490,Richard Williams,richard.williams@email.com,(467)-587-6629,Realty One Group,San Antonio,TX,87607,1,26-50,62,A,Daily Scraper,2026-06-08
CREAM-20260608-0491,Donald Walker,donald.walker@email.com,(460)-404-8612,Keller Williams,Oklahoma City,OK,44106,20,100+,87,A,Daily Scraper,2026-06-08
CREAM-20260608-0492,Patricia Jackson,patricia.jackson@email.com,(680)-382-8108,Re/Max,Chesapeake,VA,91189,18,100+,97,C,Daily Scraper,2026-06-08
CREAM-20260608-0493,Sandra Thompson,sandra.thompson@email.com,(843)-765-3749,Redfin,Scottsdale,AZ,23056,0,11-25,97,C,Daily Scraper,2026-06-08
CREAM-20260608-0494,Lisa Davis,lisa.davis@email.com,(909)-364-1668,Realty One Group,Cleveland,OH,80736,14,1-10,83,B,Daily Scraper,2026-06-08
CREAM-20260608-0495,Thomas Thompson,thomas.thompson@email.com,(878)-439-3072,Keller Williams,Nashville,TN,95956,6,51-100,83,A,Daily Scraper,2026-06-08
CREAM-20260608-0496,Mary Jones,mary.jones@email.com,(640)-957-1111,Redfin,Glendale,AZ,18699,17,100+,61,C,Daily Scraper,2026-06-08
